date,store_id,foot_traffic,transactions,net_sales,gross_profit,refund_amount,on_shelf_availability
2025-11-10,Store_003,686,137,9741.87,4653.09,138.34,0.948
2025-11-10,Store_004,529,131,6459.43,3304.18,99.99,0.897
2025-11-10,Store_005,460,97,3258.74,1457.96,17.47,0.905
2025-11-10,Store_006,555,124,5476.03,2806.53,80.45,0.957
2025-11-10,Store_007,586,153,10366.23,5715.34,197.79,0.941
2025-11-10,Store_008,642,140,6899.98,3771.36,102.72,0.977
2025-11-10,Store_009,456,106,6460.13,3279.04,83.41,0.913
2025-11-10,Store_010,317,101,6670.51,3767.03,124.12,0.917
2025-11-10,Store_011,413,76,3487.7,1840.47,44.81,0.93
2025-11-10,Store_012,224,59,2757.74,1554.08,30.51,0.932
2025-11-10,Store_013,429,98,5393.34,2510.14,85.47,0.944
2025-11-10,Store_014,408,78,3676.31,1805.62,33.34,0.924
2025-11-10,Store_015,551,122,7419.42,3766.09,94.77,0.933
2025-11-10,Store_016,183,53,1847.96,915.01,34.85,0.916
2025-11-10,Store_017,239,68,4664.23,2596.83,36.62,0.905
2025-11-10,Store_018,647,144,5736.69,3232.2,57.51,0.924
2025-11-10,Store_019,362,105,3498.87,1550.59,43.63,0.982
2025-11-10,Store_020,543,135,5431.09,2467.6,44.61,0.862
2025-11-11,Store_001,533,93,6025.88,2783.0,119.34,0.894
2025-11-11,Store_002,708,157,7534.62,3565.59,40.14,0.969
2025-11-11,Store_003,612,105,4514.32,2233.68,40.33,0.96
2025-11-11,Store_004,457,79,2907.6,1467.78,49.17,0.919
2025-11-11,Store_005,491,101,5127.38,2255.48,35.18,0.916
2025-11-11,Store_006,360,85,5546.06,2877.37,68.12,0.926
2025-11-11,Store_007,657,78,3678.31,2120.2,34.4,0.902
2025-11-11,Store_008,632,169,9245.71,4012.89,182.76,0.866
2025-11-11,Store_009,494,123,7096.92,3916.8,47.51,0.831
2025-11-11,Store_010,558,147,9341.73,4100.19,186.16,0.917
2025-11-11,Store_011,562,141,4794.95,2379.05,53.59,0.93
2025-11-11,Store_012,678,141,5585.27,2634.6,49.36,0.88
2025-11-11,Store_013,615,156,7423.51,3430.38,136.52,0.941
2025-11-11,Store_014,632,142,6603.81,3085.85,42.96,0.921
2025-11-11,Store_015,614,142,9351.24,4498.01,120.22,0.929
2025-11-11,Store_016,798,233,11473.9,6277.27,74.4,0.927
2025-11-11,Store_017,700,194,9368.96,4944.22,80.61,0.942
2025-11-11,Store_018,369,96,5369.78,2643.39,38.03,0.939
2025-11-11,Store_019,616,111,4718.29,2489.78,72.34,0.937
2025-11-11,Store_020,144,30,1599.87,738.48,31.46,0.934
2025-11-12,Store_001,332,39,2630.75,1471.44,39.17,0.917
2025-11-12,Store_002,699,214,7366.76,3801.35,126.32,0.97
2025-11-12,Store_003,132,28,2216.52,946.69,12.92,0.924
2025-11-12,Store_004,422,88,5828.17,3101.44,79.8,0.89
2025-11-12,Store_005,364,101,2438.54,1355.55,16.42,0.912
2025-11-12,Store_006,607,139,6334.89,3075.1,95.09,0.911
2025-11-12,Store_007,700,84,2919.87,1271.77,40.17,0.938
2025-11-12,Store_008,477,129,8598.56,4339.19,111.37,0.858
2025-11-12,Store_009,649,177,7850.54,3713.19,126.14,0.926
2025-11-12,Store_010,571,159,7990.67,4537.64,50.61,0.939
2025-11-12,Store_011,471,155,10202.83,4710.1,83.88,0.99
2025-11-12,Store_012,389,83,4239.5,1869.52,43.6,0.969
2025-11-12,Store_013,514,145,10597.36,4598.23,139.5,0.952
2025-11-12,Store_014,638,181,5781.57,3141.15,57.81,0.901
2025-11-12,Store_015,460,109,5369.06,2546.45,77.67,0.901
2025-11-12,Store_016,603,84,4349.5,2042.14,32.25,0.901
2025-11-12,Store_017,401,85,5221.97,2773.0,83.74,0.932
2025-11-12,Store_018,635,145,4057.78,2312.2,72.19,0.886
2025-11-12,Store_019,569,119,6231.53,3532.49,59.48,0.903
2025-11-12,Store_020,575,128,5749.68,3028.23,48.3,0.939
2025-11-13,Store_001,646,139,6015.8,2676.88,68.63,0.898
2025-11-13,Store_002,642,136,4620.56,2436.88,55.21,0.908
2025-11-13,Store_003,262,31,1568.97,837.2,30.93,0.954
2025-11-13,Store_004,501,111,6744.31,3053.3,69.09,0.899
2025-11-13,Store_005,386,55,2810.76,1507.39,28.13,0.99
2025-11-13,Store_006,481,88,5042.74,2583.1,67.61,0.902
2025-11-13,Store_007,380,93,3435.04,1971.7,51.86,0.895
2025-11-13,Store_008,696,151,5321.16,2891.02,43.59,0.857
2025-11-13,Store_009,463,119,6967.58,3931.45,79.51,0.92
2025-11-13,Store_010,592,105,2705.28,1462.8,20.75,0.915
2025-11-13,Store_011,455,114,5402.47,2652.1,102.89,0.975
2025-11-13,Store_012,623,115,6293.8,2775.25,82.09,0.931
2025-11-13,Store_013,300,39,1573.64,680.43,23.45,0.913
2025-11-13,Store_014,447,89,4041.33,1731.54,47.41,0.91
2025-11-13,Store_015,364,101,4427.86,2270.15,53.56,0.902
2025-11-13,Store_016,521,129,6649.39,3387.21,50.21,0.94
2025-11-13,Store_017,474,85,4635.87,2265.17,47.59,0.891
2025-11-13,Store_018,423,64,3138.38,1611.75,41.07,0.924
2025-11-13,Store_019,352,94,7153.17,3261.24,71.71,0.99
2025-11-13,Store_020,531,139,9465.54,4670.23,84.95,0.925
2025-11-14,Store_001,964,186,12787.27,6907.57,170.38,0.943
2025-11-14,Store_002,815,185,8249.11,4055.58,126.73,0.961
2025-11-14,Store_003,638,123,5339.65,2365.94,99.06,0.88
2025-11-14,Store_004,355,100,7202.76,3419.06,58.71,0.932
2025-11-14,Store_005,233,53,3767.02,1960.35,65.65,0.916
2025-11-14,Store_006,436,123,7073.01,3872.64,88.65,0.925
2025-11-14,Store_007,615,125,6620.29,3489.42,53.83,0.957
2025-11-14,Store_008,737,221,13268.53,6296.28,237.76,0.903
2025-11-14,Store_009,677,206,8966.51,3917.44,116.59,0.881
2025-11-14,Store_010,521,123,4980.42,2164.29,98.88,0.937
2025-11-14,Store_011,584,136,5866.38,3140.56,80.2,0.905
2025-11-14,Store_012,369,80,5038.28,2477.97,66.63,0.939
2025-11-14,Store_013,599,170,6450.82,2849.76,127.37,0.895
2025-11-14,Store_014,372,101,5680.97,2604.3,90.81,0.892
2025-11-14,Store_015,686,125,7533.32,4149.53,137.48,0.96
2025-11-14,Store_016,671,135,7684.68,4091.91,151.91,0.975
2025-11-14,Store_017,606,137,6030.19,3111.45,92.65,0.903
2025-11-14,Store_018,185,55,3000.43,1434.08,53.87,0.909
2025-11-14,Store_019,471,108,4505.13,2289.48,41.88,0.881
2025-11-14,Store_020,743,144,6355.82,2690.62,84.85,0.943
2025-11-15,Store_001,777,197,11411.0,6342.29,223.15,0.882
2025-11-15,Store_002,731,192,10180.76,4534.21,95.07,0.949
2025-11-15,Store_003,589,83,3618.95,2061.03,49.32,0.938
2025-11-15,Store_004,654,171,11318.57,4964.75,210.78,0.969
2025-11-15,Store_005,558,179,7442.44,3206.98,50.89,0.911
2025-11-15,Store_006,733,203,5666.54,2654.2,76.85,0.891
2025-11-15,Store_007,804,284,14353.25,6628.94,214.28,0.968
2025-11-15,Store_008,732,141,10480.01,4976.68,57.94,0.901
2025-11-15,Store_009,658,143,7948.37,3647.29,89.84,0.9
2025-11-15,Store_010,578,128,7995.5,4093.8,78.98,0.887
2025-11-15,Store_011,809,164,12093.03,6308.47,234.59,0.937
2025-11-15,Store_012,731,195,10617.95,4667.52,178.09,0.899
2025-11-15,Store_013,551,125,8501.29,4623.73,159.56,0.928
2025-11-15,Store_014,455,78,3415.48,1498.04,31.87,0.94
2025-11-15,Store_015,484,87,3921.19,1756.34,32.8,0.987
2025-11-15,Store_016,1007,252,16433.09,9006.28,158.58,0.9
2025-11-15,Store_017,588,143,6640.14,3375.45,77.2,0.895
2025-11-15,Store_018,575,93,4097.14,1947.11,32.0,0.918
2025-11-15,Store_019,646,193,11047.54,5371.37,77.83,0.937
2025-11-15,Store_020,923,285,14109.78,6838.41,118.69,0.939
2025-11-16,Store_001,648,126,7359.14,3478.04,53.97,0.907
2025-11-16,Store_002,264,94,4850.75,2091.96,42.97,0.932
2025-11-16,Store_003,659,185,5945.72,3100.73,101.32,0.914
2025-11-16,Store_004,1063,271,15065.52,6488.19,275.89,0.877
2025-11-16,Store_005,528,119,7147.93,3187.72,96.42,0.867
2025-11-16,Store_006,179,47,1894.25,823.93,15.49,0.886
2025-11-16,Store_007,342,99,3786.61,2142.44,45.5,0.932
2025-11-16,Store_008,524,113,3465.96,1974.08,65.27,0.958
2025-11-16,Store_009,648,177,5788.06,3228.55,38.75,0.963
2025-11-16,Store_010,478,112,6445.45,3065.21,82.46,0.894
2025-11-16,Store_011,375,122,4900.65,2779.51,96.81,0.973
2025-11-16,Store_012,476,136,5544.78,2800.14,32.1,0.871
2025-11-16,Store_013,626,110,4093.98,1973.6,65.55,0.96
2025-11-16,Store_014,837,170,9870.88,5242.66,190.74,0.929
2025-11-16,Store_015,464,76,3992.13,2228.73,66.48,0.901
2025-11-16,Store_016,693,140,7464.75,3683.56,55.56,0.911
2025-11-16,Store_017,492,70,3573.51,1668.59,42.98,0.914
2025-11-16,Store_018,937,229,11655.39,6363.98,200.18,0.945
2025-11-16,Store_019,570,134,6160.5,2752.4,66.0,0.898
2025-11-16,Store_020,1045,322,15090.22,8137.75,84.76,0.947
2025-11-17,Store_001,677,192,13918.17,6984.17,165.94,0.947
2025-11-17,Store_002,215,45,1646.96,761.26,25.82,0.876
2025-11-17,Store_003,572,123,8777.47,4787.2,73.05,0.911
2025-11-17,Store_004,522,89,4985.41,2192.5,37.0,0.916
2025-11-17,Store_005,583,144,6238.74,2879.19,84.33,0.969
2025-11-17,Store_006,694,162,8097.23,3507.46,126.84,0.939
2025-11-17,Store_007,765,251,19006.21,9989.54,311.35,0.886
2025-11-17,Store_008,575,153,7173.0,3995.75,110.5,0.924
2025-11-17,Store_009,664,143,6124.78,2944.23,86.99,0.911
2025-11-17,Store_010,360,66,3807.79,2140.49,74.59,0.883
2025-11-17,Store_011,275,66,2604.48,1142.21,21.73,0.971
2025-11-17,Store_012,615,102,6926.57,3284.46,55.31,0.923
2025-11-17,Store_013,723,188,7710.92,3796.12,42.29,0.898
2025-11-17,Store_014,540,142,7829.98,3574.65,98.65,0.986
2025-11-17,Store_015,827,240,16525.08,7005.44,310.19,0.915
2025-11-17,Store_016,472,76,4659.24,2599.46,35.42,0.898
2025-11-17,Store_017,469,105,4778.69,2503.0,75.05,0.947
2025-11-17,Store_018,580,150,9649.7,4182.04,84.75,0.909
2025-11-17,Store_019,478,109,4794.26,2490.46,49.64,0.931
2025-11-17,Store_020,748,178,9601.18,4545.91,99.14,0.909
2025-11-18,Store_001,525,129,3156.92,1515.66,47.19,0.887
2025-11-18,Store_002,721,120,6504.42,3111.81,49.56,0.921
2025-11-18,Store_003,352,102,3546.36,1894.43,34.1,0.898
2025-11-18,Store_004,755,161,11166.7,6021.84,74.94,0.902
2025-11-18,Store_005,397,76,3279.75,1616.49,44.52,0.904
2025-11-18,Store_006,475,137,8643.94,4130.65,92.46,0.923
2025-11-18,Store_007,588,156,11122.79,5255.25,128.04,0.906
2025-11-18,Store_008,225,54,3261.95,1640.21,30.2,0.971
2025-11-18,Store_009,440,106,6532.03,3719.62,95.03,0.908
2025-11-18,Store_010,554,80,4194.33,2089.29,74.05,0.974
2025-11-18,Store_011,434,94,5142.57,2629.47,81.16,0.863
2025-11-18,Store_012,378,75,2126.71,1012.49,33.57,0.893
2025-11-18,Store_013,556,150,8458.11,4743.89,157.69,0.937
2025-11-18,Store_014,554,66,3226.75,1417.63,36.65,0.924
2025-11-18,Store_015,617,122,2941.18,1443.29,41.98,0.887
2025-11-18,Store_016,762,193,10088.03,5179.72,180.4,0.871
2025-11-18,Store_017,271,32,1944.79,880.08,15.39,0.981
2025-11-18,Store_018,457,159,5936.86,2751.25,65.55,0.919
2025-11-18,Store_019,522,136,6456.16,3055.18,83.64,0.94
2025-11-18,Store_020,681,168,7206.35,3395.11,110.53,0.941
2025-11-19,Store_001,383,73,3934.7,2002.15,31.98,0.882
2025-11-19,Store_002,510,151,8919.38,4876.24,170.66,0.956
2025-11-19,Store_003,570,122,6912.03,3638.28,116.96,0.904
2025-11-19,Store_004,598,162,7032.48,3060.51,115.99,0.924
2025-11-19,Store_005,330,102,6135.57,3140.42,69.84,0.935
2025-11-19,Store_006,209,61,3743.93,2019.04,57.9,0.855
2025-11-19,Store_007,448,105,5267.35,2881.8,57.07,0.872
2025-11-19,Store_008,464,160,10978.3,5607.57,128.31,0.902
2025-11-19,Store_009,537,103,4267.36,2020.21,44.0,0.914
2025-11-19,Store_010,541,143,7760.26,4311.69,68.54,0.938
2025-11-19,Store_011,537,131,5065.05,2387.09,60.86,0.895
2025-11-19,Store_012,699,161,6634.25,3528.77,66.44,0.89
2025-11-19,Store_013,661,134,5736.66,2895.12,90.54,0.878
2025-11-19,Store_014,307,77,4770.61,2705.99,71.85,0.963
2025-11-19,Store_015,339,61,2203.33,1168.58,33.53,0.929
2025-11-19,Store_016,451,61,1649.17,789.75,30.19,0.899
2025-11-19,Store_017,667,149,5555.32,3075.56,104.94,0.861
2025-11-19,Store_018,713,138,7057.82,3016.81,126.36,0.906
2025-11-19,Store_019,232,61,4047.48,1920.03,63.16,0.912
2025-11-19,Store_020,331,76,3349.81,1572.48,26.8,0.935
2025-11-20,Store_001,704,143,11425.99,5153.73,210.46,0.903
2025-11-20,Store_002,604,176,9459.45,5040.27,189.04,0.933
2025-11-20,Store_003,477,110,7403.52,3331.99,103.29,0.952
2025-11-20,Store_004,178,42,1581.41,809.79,27.92,0.927
2025-11-20,Store_005,512,99,6653.18,3024.62,57.64,0.891
2025-11-20,Store_006,571,108,5614.53,2574.74,103.0,0.945
2025-11-20,Store_007,595,111,5144.83,2449.81,41.01,0.905
2025-11-20,Store_008,300,88,3615.9,1579.56,63.58,0.921
2025-11-20,Store_009,468,115,6620.88,3220.87,69.44,0.968
2025-11-20,Store_010,455,100,3769.08,2081.33,73.11,0.943
2025-11-20,Store_011,233,41,1007.62,565.12,15.16,0.946
2025-11-20,Store_012,350,72,2869.57,1430.46,54.48,0.917
2025-11-20,Store_013,494,161,5170.81,2388.16,30.72,0.953
2025-11-20,Store_014,561,115,4895.78,2406.06,76.19,0.909
2025-11-20,Store_015,640,108,3447.14,1716.11,18.65,0.916
2025-11-20,Store_016,643,132,7116.92,3235.21,124.43,0.933
2025-11-20,Store_017,369,105,5445.53,2502.45,38.87,0.924
2025-11-20,Store_018,640,111,5928.48,2959.43,77.4,0.897
2025-11-20,Store_019,379,105,4408.96,2021.56,85.5,0.972
2025-11-20,Store_020,576,140,5225.38,2216.23,81.62,0.908
2025-11-21,Store_001,636,198,15225.14,8437.11,174.32,0.912
2025-11-21,Store_002,679,228,13080.21,7552.66,249.07,0.964
2025-11-21,Store_003,657,111,6776.81,3492.78,119.95,0.971
2025-11-21,Store_004,480,137,5608.41,2794.97,75.67,0.966
2025-11-21,Store_005,459,100,5474.79,2601.2,94.36,0.878
2025-11-21,Store_006,709,85,4570.75,2466.36,79.17,0.949
2025-11-21,Store_007,418,61,2735.4,1321.67,29.78,0.901
2025-11-21,Store_008,494,97,5122.68,2949.29,80.05,0.888
2025-11-21,Store_009,368,99,6711.04,2930.79,47.38,0.916
2025-11-21,Store_010,559,120,7830.05,4119.61,77.46,0.915
2025-11-21,Store_011,446,122,3690.2,1661.74,29.73,0.99
2025-11-21,Store_012,722,118,6168.53,3493.77,39.48,0.9
2025-11-21,Store_013,739,207,12875.67,5731.63,116.52,0.951
2025-11-21,Store_014,563,163,10331.76,4537.78,100.19,0.905
2025-11-21,Store_015,543,142,6102.4,3434.17,71.04,0.919
2025-11-21,Store_016,633,195,12667.88,6373.89,83.22,0.921
2025-11-21,Store_017,153,38,1271.62,710.48,20.69,0.88
2025-11-21,Store_018,325,72,4058.17,1970.66,33.75,0.908
2025-11-21,Store_019,598,102,4282.54,2052.3,79.03,0.99
2025-11-21,Store_020,394,108,7192.12,3752.01,124.56,0.97
2025-11-22,Store_001,609,117,5051.58,2503.57,97.34,0.914
2025-11-22,Store_002,661,150,7678.27,3830.79,145.52,0.926
2025-11-22,Store_003,887,228,10757.41,5296.43,61.53,0.964
2025-11-22,Store_004,600,129,5969.35,2862.79,71.15,0.94
2025-11-22,Store_005,708,164,8070.73,3946.55,137.56,0.95
2025-11-22,Store_006,628,167,11007.69,6180.71,208.98,0.945
2025-11-22,Store_007,671,170,5640.29,2890.8,66.96,0.906
2025-11-22,Store_008,554,99,3389.12,1943.86,17.64,0.938
2025-11-22,Store_009,1046,273,14199.06,7658.4,191.37,0.943
2025-11-22,Store_010,576,135,6563.17,3250.56,107.9,0.897
2025-11-22,Store_011,782,202,8771.79,3992.68,147.41,0.949
2025-11-22,Store_012,570,147,4778.96,2414.74,48.98,0.904
2025-11-22,Store_013,443,121,6237.69,2985.63,123.25,0.9
2025-11-22,Store_014,475,69,3240.18,1868.07,64.58,0.96
2025-11-22,Store_015,627,152,7673.92,4075.02,135.39,0.898
2025-11-22,Store_016,593,98,5124.73,2717.76,96.69,0.954
2025-11-22,Store_017,673,111,7510.69,3836.24,149.11,0.882
2025-11-22,Store_018,720,145,5729.73,3247.0,91.35,0.908
2025-11-22,Store_019,747,141,5869.78,3080.1,116.15,0.908
2025-11-22,Store_020,496,123,5415.94,2857.16,93.36,0.919
2025-11-23,Store_001,419,136,4591.14,2037.69,88.13,0.917
2025-11-23,Store_002,642,185,8141.77,4036.42,154.48,0.914
2025-11-23,Store_003,460,86,3514.67,1718.24,37.1,0.918
2025-11-23,Store_004,590,89,3668.37,1814.53,46.65,0.892
2025-11-23,Store_005,736,159,7493.13,4176.2,70.24,0.963
2025-11-23,Store_006,554,116,5006.46,2613.7,72.21,0.98
2025-11-23,Store_007,1088,241,13904.69,6945.05,242.09,0.952
2025-11-23,Store_008,591,72,5140.55,2507.35,86.4,0.948
2025-11-23,Store_009,903,152,9319.91,4281.16,121.38,0.951
2025-11-23,Store_010,439,95,3185.94,1540.54,17.45,0.985
2025-11-23,Store_011,488,146,9475.0,5471.4,85.36,0.937
2025-11-23,Store_012,422,88,4705.98,2167.43,31.83,0.949
2025-11-23,Store_013,791,182,9600.22,5160.12,119.34,0.923
2025-11-23,Store_014,521,93,5247.71,2221.47,96.46,0.959
2025-11-23,Store_015,881,216,17414.46,7612.5,227.95,0.941
2025-11-23,Store_016,518,129,6503.11,3756.68,61.55,0.963
2025-11-23,Store_017,989,239,16698.79,7574.11,276.79,0.887
2025-11-23,Store_018,734,144,8503.51,3931.33,99.82,0.912
2025-11-23,Store_019,282,68,3720.29,1773.24,60.22,0.96
2025-11-23,Store_020,724,168,6692.28,2924.56,99.84,0.913
2025-11-24,Store_001,537,81,5260.37,2647.95,103.43,0.933
2025-11-24,Store_002,509,101,4511.1,2250.74,30.85,0.906
2025-11-24,Store_003,684,125,6872.43,3312.28,128.97,0.973
2025-11-24,Store_004,676,191,11250.37,5676.28,77.32,0.902
2025-11-24,Store_005,667,126,8710.45,3884.41,71.39,0.918
2025-11-24,Store_006,447,94,4756.12,2050.03,87.58,0.933
2025-11-24,Store_007,534,169,6786.57,3922.55,51.86,0.898
2025-11-24,Store_008,421,58,3609.0,1617.93,33.84,0.945
2025-11-24,Store_009,749,203,10999.56,5732.89,136.65,0.884
2025-11-24,Store_010,551,155,7888.42,3664.32,103.36,0.924
2025-11-24,Store_011,485,144,9484.25,4326.61,149.52,0.893
2025-11-24,Store_012,278,64,2283.15,1156.37,15.17,0.964
2025-11-24,Store_013,499,96,2410.5,1209.32,18.58,0.929
2025-11-24,Store_014,371,74,3708.54,1597.01,36.96,0.916
2025-11-24,Store_015,634,146,6984.62,3511.83,46.7,0.871
2025-11-24,Store_016,485,115,7154.26,3039.12,125.61,0.925
2025-11-24,Store_017,765,155,7842.23,3894.3,154.39,0.923
2025-11-24,Store_018,547,101,6235.98,2722.72,85.99,0.953
2025-11-24,Store_019,320,107,4538.2,2194.05,76.96,0.892
2025-11-24,Store_020,636,151,8995.27,4314.14,171.65,0.923
2025-11-25,Store_001,549,144,6456.5,3052.78,86.39,0.94
2025-11-25,Store_002,367,89,5094.14,2597.31,38.94,0.878
2025-11-25,Store_003,598,133,4617.96,2500.21,59.64,0.99
2025-11-25,Store_004,415,52,2914.83,1581.29,17.82,0.929
2025-11-25,Store_005,244,30,1894.37,1033.43,25.34,0.941
2025-11-25,Store_006,644,194,7136.8,3828.53,80.75,0.929
2025-11-25,Store_007,319,71,4345.04,1827.87,80.76,0.931
2025-11-25,Store_008,853,255,20376.38,9073.68,168.15,0.934
2025-11-25,Store_009,393,64,4875.97,2280.59,32.27,0.896
2025-11-25,Store_010,452,126,6077.84,3355.66,88.94,0.929
2025-11-25,Store_011,722,109,6841.92,3678.49,87.05,0.924
2025-11-25,Store_012,449,103,3227.36,1806.09,23.12,0.918
2025-11-25,Store_013,626,172,8827.89,3952.75,96.34,0.943
2025-11-25,Store_014,627,139,6148.66,2787.79,117.81,0.911
2025-11-25,Store_015,526,160,8584.71,4478.31,45.87,0.954
2025-11-25,Store_016,516,103,6417.83,2898.88,126.67,0.944
2025-11-25,Store_017,509,68,3384.48,1896.56,19.98,0.916
2025-11-25,Store_018,402,98,5624.22,3200.05,45.91,0.903
2025-11-25,Store_019,582,126,8013.85,3616.76,142.04,0.906
2025-11-25,Store_020,433,86,3335.95,1472.58,27.67,0.881
2025-11-26,Store_001,399,82,5482.51,2579.1,66.79,0.919
2025-11-26,Store_002,630,120,8688.53,4656.34,119.79,0.928
2025-11-26,Store_003,582,157,7198.59,3414.4,111.1,0.927
2025-11-26,Store_004,716,207,15306.0,8669.52,101.29,0.895
2025-11-26,Store_005,683,153,7279.74,4216.89,96.55,0.934
2025-11-26,Store_006,338,78,2998.45,1671.38,18.03,0.912
2025-11-26,Store_007,138,24,1083.39,496.56,18.07,0.876
2025-11-26,Store_008,558,113,5396.44,2317.54,27.99,0.88
2025-11-26,Store_009,317,78,3641.0,1948.48,69.68,0.962
2025-11-26,Store_010,817,318,20606.0,10755.81,341.45,0.948
2025-11-26,Store_011,364,84,5128.25,2781.26,74.0,0.947
2025-11-26,Store_012,696,178,8358.76,4727.1,160.92,0.932
2025-11-26,Store_013,727,187,14009.14,5961.14,74.01,0.937
2025-11-26,Store_014,672,120,6222.89,3246.99,68.83,0.913
2025-11-26,Store_015,715,103,4341.76,2342.8,60.27,0.941
2025-11-26,Store_016,781,181,5963.13,2533.34,63.93,0.923
2025-11-26,Store_017,708,146,6554.02,3120.0,87.16,0.837
2025-11-26,Store_018,584,152,6919.25,3340.96,105.35,0.931
2025-11-26,Store_019,526,170,7338.2,4251.61,61.82,0.911
2025-11-26,Store_020,528,141,8458.55,3964.54,136.58,0.882
2025-11-27,Store_001,808,191,9885.29,4682.04,174.67,0.89
2025-11-27,Store_002,827,250,14153.62,7427.87,272.13,0.908
2025-11-27,Store_003,682,152,7316.79,3939.57,111.06,0.925
2025-11-27,Store_004,512,152,9884.14,4293.84,178.39,0.99
2025-11-27,Store_005,272,99,5188.78,2403.18,86.74,0.951
2025-11-27,Store_006,515,116,5939.11,3198.98,84.53,0.928
2025-11-27,Store_007,726,135,6584.35,3614.44,125.86,0.904
2025-11-27,Store_008,377,88,4093.62,1770.3,67.54,0.889
2025-11-27,Store_009,613,173,11268.83,5910.0,108.01,0.928
2025-11-27,Store_010,355,99,3772.14,2116.01,31.57,0.916
2025-11-27,Store_011,443,117,8665.17,3770.7,43.62,0.92
2025-11-27,Store_012,461,85,5120.29,2257.59,87.55,0.919
2025-11-27,Store_013,447,121,6324.3,3141.25,122.52,0.929
2025-11-27,Store_014,438,98,2948.95,1411.85,25.5,0.921
2025-11-27,Store_015,544,65,3912.31,1815.08,65.43,0.931
2025-11-27,Store_016,357,73,4479.91,2536.34,73.88,0.947
2025-11-27,Store_017,736,171,10996.22,5509.24,122.67,0.948
2025-11-27,Store_018,644,153,12513.25,6466.09,136.1,0.943
2025-11-27,Store_019,492,83,4623.9,2333.58,50.94,0.886
2025-11-27,Store_020,842,221,11234.36,5407.32,161.06,0.883
2025-11-28,Store_001,668,114,6501.3,3227.97,109.24,0.953
2025-11-28,Store_002,493,99,4904.22,2699.85,40.09,0.884
2025-11-28,Store_003,482,109,5329.67,2576.01,43.59,0.922
2025-11-28,Store_004,733,204,10709.28,5084.26,67.91,0.918
2025-11-28,Store_005,612,112,7122.36,4097.65,131.25,0.889
2025-11-28,Store_006,298,99,4247.63,2266.57,66.66,0.887
2025-11-28,Store_007,492,80,5514.03,2856.06,42.35,0.921
2025-11-28,Store_008,434,135,5557.96,3173.53,109.52,0.898
2025-11-28,Store_009,87,14,860.58,388.27,8.1,0.902
2025-11-28,Store_010,297,52,2951.25,1708.18,24.18,0.922
2025-11-28,Store_011,239,45,1846.4,884.74,36.47,0.931
2025-11-28,Store_012,429,105,7808.65,3584.64,50.05,0.963
2025-11-28,Store_013,454,138,6431.76,2844.35,127.59,0.948
2025-11-28,Store_014,475,108,5731.73,2748.78,36.64,0.937
2025-11-28,Store_015,728,165,12105.72,5392.17,117.05,0.919
2025-11-28,Store_016,334,110,6574.33,2776.0,44.44,0.934
2025-11-28,Store_017,356,86,5112.9,2652.76,95.84,0.919
2025-11-28,Store_018,541,174,11197.45,4956.82,73.94,0.884
2025-11-28,Store_019,983,199,14004.48,6517.55,201.22,0.884
2025-11-28,Store_020,654,138,5006.02,2289.5,94.43,0.879
2025-11-29,Store_001,810,259,10034.58,5344.01,111.7,0.896
2025-11-29,Store_002,624,146,7140.1,3111.68,76.89,0.906
2025-11-29,Store_003,590,144,9418.41,4408.11,90.02,0.889
2025-11-29,Store_004,669,151,8264.03,4359.34,106.87,0.92
2025-11-29,Store_005,657,134,6414.01,3381.32,83.35,0.915
2025-11-29,Store_006,853,193,6165.92,2931.34,66.01,0.947
2025-11-29,Store_007,468,103,5539.57,2339.35,60.61,0.906
2025-11-29,Store_008,491,107,7165.59,3069.74,120.82,0.923
2025-11-29,Store_009,430,126,6008.42,2963.03,70.59,0.94
2025-11-29,Store_010,524,134,6760.45,2873.69,63.97,0.925
2025-11-29,Store_011,925,227,13245.54,6242.49,253.38,0.945
2025-11-29,Store_012,826,192,13271.46,7517.46,71.24,0.915
2025-11-29,Store_013,772,127,5988.54,2851.64,71.16,0.962
2025-11-29,Store_014,1079,315,10064.21,5513.78,159.43,0.898
2025-11-29,Store_015,734,201,11542.69,4990.22,100.82,0.949
2025-11-29,Store_016,488,105,4698.94,2510.43,39.47,0.903
2025-11-29,Store_017,786,196,13338.84,6043.31,189.44,0.983
2025-11-29,Store_018,330,57,3582.42,1707.87,29.17,0.916
2025-11-29,Store_019,487,86,4119.07,2092.36,68.48,0.913
2025-11-29,Store_020,585,124,6678.54,3656.07,86.08,0.951
2025-11-30,Store_001,583,126,7433.33,3481.33,83.69,0.901
2025-11-30,Store_002,504,117,6764.16,3845.54,128.18,0.901
2025-11-30,Store_003,1065,314,19914.07,9119.93,117.15,0.925
2025-11-30,Store_004,573,112,6300.35,3348.03,40.68,0.907
2025-11-30,Store_005,713,150,5556.36,2478.88,49.08,0.939
2025-11-30,Store_006,651,135,5057.2,2575.88,64.0,0.912
2025-11-30,Store_007,698,209,10935.99,6002.59,100.09,0.915
2025-11-30,Store_008,528,94,5472.86,2318.7,32.83,0.91
2025-11-30,Store_009,631,112,6142.39,3160.62,100.49,0.916
2025-11-30,Store_010,241,61,2887.19,1522.3,45.57,0.935
2025-11-30,Store_011,410,88,6333.12,2834.88,120.68,0.959
2025-11-30,Store_012,680,171,9526.61,4667.06,121.6,0.898
