date,sku,units,unit_price,revenue,cogs,price_type,channel
2025-11-07,SKU-10056,20,18.41,368.2,156.4,Regular,Online
2025-11-07,SKU-10053,22,73.58,1618.76,830.06,Regular,Online
2025-11-07,SKU-10029,9,196.14,1765.26,1011.78,Regular,Wholesale
2025-11-07,SKU-10037,6,187.46,1124.76,550.8,Regular,Online
2025-11-07,SKU-10039,19,170.66,3242.54,2219.39,Promo,Wholesale
2025-11-07,SKU-10030,15,26.74,401.1,187.8,Regular,Retail
2025-11-07,SKU-10047,15,115.51,1732.65,874.35,Promo,Retail
2025-11-07,SKU-10033,31,126.01,3906.31,2266.72,Promo,Retail
2025-11-07,SKU-10020,16,42.61,681.76,288.64,Regular,Wholesale
2025-11-07,SKU-10057,19,230.9,4387.1,2457.08,Regular,Retail
2025-11-07,SKU-10041,14,184.4,2581.6,1264.34,Regular,Wholesale
2025-11-07,SKU-10031,33,131.55,4341.15,2060.19,Regular,Online
2025-11-07,SKU-10003,21,126.1,2648.1,1198.26,Regular,Wholesale
2025-11-07,SKU-10001,15,8.88,133.2,44.25,Regular,Online
2025-11-07,SKU-10044,18,191.69,3450.42,1946.88,Regular,Wholesale
2025-11-07,SKU-10008,14,42.27,591.78,324.38,Promo,Online
2025-11-07,SKU-10018,14,138.1,1933.4,776.16,Regular,Wholesale
2025-11-07,SKU-10051,31,38.86,1204.66,442.06,Promo,Wholesale
2025-11-07,SKU-10026,25,99.55,2488.75,1639.5,Promo,Retail
2025-11-07,SKU-10045,23,154.73,3558.79,2106.11,Regular,Wholesale
2025-11-07,SKU-10043,18,36.54,657.72,437.76,Promo,Online
2025-11-07,SKU-10038,41,60.31,2472.71,1546.11,Regular,Retail
2025-11-07,SKU-10023,25,13.5,337.5,196.0,Promo,Online
2025-11-07,SKU-10009,23,150.35,3458.05,1264.54,Regular,Retail
2025-11-07,SKU-10048,33,127.64,4212.12,1763.19,Promo,Wholesale
2025-11-07,SKU-10016,5,184.37,921.85,442.6,Regular,Wholesale
2025-11-07,SKU-10004,23,153.35,3527.05,1685.21,Regular,Online
2025-11-07,SKU-10010,12,70.45,845.4,370.2,Regular,Retail
2025-11-07,SKU-10014,10,149.29,1492.9,852.6,Regular,Retail
2025-11-07,SKU-10013,17,127.91,2174.47,1040.91,Regular,Online
2025-11-07,SKU-10060,9,200.76,1806.84,593.91,Regular,Wholesale
2025-11-07,SKU-10058,21,160.61,3372.81,1575.42,Regular,Wholesale
2025-11-07,SKU-10024,6,80.5,483.0,154.2,Regular,Wholesale
2025-11-07,SKU-10017,19,179.56,3411.64,1625.64,Promo,Retail
2025-11-07,SKU-10046,20,97.68,1953.6,1093.6,Regular,Online
2025-11-07,SKU-10034,19,140.91,2677.29,1482.19,Regular,Retail
2025-11-07,SKU-10040,31,160.12,4963.72,2996.77,Regular,Retail
2025-11-07,SKU-10021,16,139.76,2236.16,881.6,Regular,Retail
2025-11-07,SKU-10035,15,146.3,2194.5,1382.4,Promo,Wholesale
2025-11-07,SKU-10052,14,158.18,2214.52,809.76,Regular,Wholesale
2025-11-07,SKU-10027,12,190.11,2281.32,756.36,Regular,Wholesale
2025-11-07,SKU-10032,28,73.98,2071.44,951.44,Regular,Wholesale
2025-11-07,SKU-10007,15,209.41,3141.15,1358.7,Regular,Wholesale
2025-11-07,SKU-10006,17,52.62,894.54,352.24,Regular,Wholesale
2025-11-08,SKU-10035,17,190.05,3230.85,1566.72,Regular,Wholesale
2025-11-08,SKU-10034,18,141.48,2546.64,1404.18,Regular,Online
2025-11-08,SKU-10056,14,16.55,231.7,109.48,Promo,Wholesale
2025-11-08,SKU-10038,25,54.65,1366.25,942.75,Promo,Retail
2025-11-08,SKU-10026,27,115.93,3130.11,1770.66,Regular,Wholesale
2025-11-08,SKU-10001,29,9.49,275.21,85.55,Regular,Wholesale
2025-11-08,SKU-10032,8,74.58,596.64,271.84,Regular,Retail
2025-11-08,SKU-10018,19,142.0,2698.0,1053.36,Regular,Wholesale
2025-11-08,SKU-10010,16,75.22,1203.52,493.6,Regular,Wholesale
2025-11-08,SKU-10039,10,201.42,2014.2,1168.1,Regular,Online
2025-11-08,SKU-10041,24,173.01,4152.24,2167.44,Regular,Online
2025-11-08,SKU-10058,23,172.57,3969.11,1725.46,Regular,Wholesale
2025-11-08,SKU-10052,15,140.05,2100.75,867.6,Promo,Online
2025-11-08,SKU-10024,18,75.89,1366.02,462.6,Regular,Retail
2025-11-08,SKU-10007,34,203.88,6931.92,3079.72,Regular,Wholesale
2025-11-08,SKU-10004,17,158.44,2693.48,1245.59,Regular,Retail
2025-11-08,SKU-10011,10,190.69,1906.9,908.5,Promo,Online
2025-11-08,SKU-10017,10,168.24,1682.4,855.6,Promo,Online
2025-11-08,SKU-10043,11,43.41,477.51,267.52,Regular,Online
2025-11-08,SKU-10009,30,144.31,4329.3,1649.4,Regular,Retail
2025-11-08,SKU-10020,21,40.66,853.86,378.84,Regular,Online
2025-11-08,SKU-10033,18,121.27,2182.86,1316.16,Promo,Wholesale
2025-11-08,SKU-10042,33,215.84,7122.72,3080.88,Regular,Retail
2025-11-08,SKU-10006,18,52.6,946.8,372.96,Regular,Online
2025-11-08,SKU-10054,17,146.81,2495.77,939.59,Regular,Wholesale
2025-11-08,SKU-10013,26,134.45,3495.7,1591.98,Regular,Retail
2025-11-08,SKU-10005,9,14.89,134.01,58.59,Regular,Retail
2025-11-08,SKU-10016,22,181.02,3982.44,1947.44,Regular,Retail
2025-11-08,SKU-10029,18,192.61,3466.98,2023.56,Regular,Online
2025-11-08,SKU-10059,20,34.47,689.4,311.2,Regular,Wholesale
2025-11-08,SKU-10050,14,149.96,2099.44,1189.3,Regular,Online
2025-11-08,SKU-10036,7,89.22,624.54,378.21,Regular,Wholesale
2025-11-08,SKU-10012,16,76.99,1231.84,448.32,Regular,Wholesale
2025-11-08,SKU-10053,4,74.46,297.84,150.92,Regular,Wholesale
2025-11-08,SKU-10019,13,142.77,1856.01,961.35,Promo,Online
2025-11-08,SKU-10060,2,188.58,377.16,131.98,Regular,Wholesale
2025-11-08,SKU-10046,16,95.71,1531.36,874.88,Regular,Retail
2025-11-08,SKU-10040,22,168.77,3712.94,2126.74,Regular,Wholesale
2025-11-08,SKU-10015,36,167.58,6032.88,2152.08,Regular,Wholesale
2025-11-08,SKU-10048,28,150.09,4202.52,1496.04,Regular,Retail
2025-11-08,SKU-10008,20,39.42,788.4,463.4,Promo,Online
2025-11-08,SKU-10025,35,53.26,1864.1,640.15,Regular,Wholesale
2025-11-08,SKU-10044,17,167.12,2841.04,1838.72,Promo,Retail
2025-11-08,SKU-10028,14,32.15,450.1,169.54,Regular,Online
2025-11-08,SKU-10049,21,222.55,4673.55,1986.81,Regular,Retail
2025-11-09,SKU-10037,16,192.69,3083.04,1468.8,Regular,Retail
2025-11-09,SKU-10001,30,9.03,270.9,88.5,Regular,Online
2025-11-09,SKU-10020,17,33.32,566.44,306.68,Promo,Retail
2025-11-09,SKU-10010,13,74.52,968.76,401.05,Regular,Wholesale
2025-11-09,SKU-10041,14,159.92,2238.88,1264.34,Promo,Retail
2025-11-09,SKU-10012,13,82.0,1066.0,364.26,Regular,Online
2025-11-09,SKU-10039,25,197.6,4940.0,2920.25,Regular,Online
2025-11-09,SKU-10004,10,151.89,1518.9,732.7,Regular,Online
2025-11-09,SKU-10006,23,53.85,1238.55,476.56,Regular,Retail
2025-11-09,SKU-10043,38,40.42,1535.96,924.16,Promo,Wholesale
2025-11-09,SKU-10009,13,142.04,1846.52,714.74,Regular,Retail
2025-11-09,SKU-10011,5,218.91,1094.55,454.25,Regular,Retail
2025-11-09,SKU-10024,10,76.77,767.7,257.0,Regular,Retail
2025-11-09,SKU-10035,21,181.15,3804.15,1935.36,Regular,Wholesale
2025-11-09,SKU-10032,9,67.55,607.95,305.82,Promo,Retail
2025-11-09,SKU-10060,13,188.92,2455.96,857.87,Regular,Wholesale
2025-11-09,SKU-10047,23,131.59,3026.57,1340.67,Promo,Online
2025-11-09,SKU-10034,20,140.34,2806.8,1560.2,Regular,Online
2025-11-09,SKU-10025,23,49.21,1131.83,420.67,Regular,Retail
2025-11-09,SKU-10049,17,235.45,4002.65,1608.37,Regular,Online
2025-11-09,SKU-10055,30,155.97,4679.1,2234.7,Regular,Online
2025-11-09,SKU-10022,7,63.93,447.51,192.5,Regular,Online
2025-11-09,SKU-10021,28,132.23,3702.44,1542.8,Regular,Retail
2025-11-09,SKU-10023,19,17.29,328.51,148.96,Regular,Wholesale
2025-11-09,SKU-10051,23,42.61,980.03,327.98,Regular,Online
2025-11-09,SKU-10040,23,163.28,3755.44,2223.41,Regular,Retail
2025-11-09,SKU-10050,12,153.09,1837.08,1019.4,Regular,Wholesale
2025-11-09,SKU-10014,15,119.92,1798.8,1278.9,Promo,Retail
2025-11-09,SKU-10056,16,16.18,258.88,125.12,Promo,Wholesale
2025-11-09,SKU-10002,20,118.46,2369.2,1574.6,Promo,Wholesale
2025-11-09,SKU-10045,14,136.19,1906.66,1281.98,Promo,Retail
2025-11-09,SKU-10044,16,180.69,2891.04,1730.56,Regular,Wholesale
2025-11-09,SKU-10005,27,15.47,417.69,175.77,Regular,Wholesale
2025-11-09,SKU-10042,36,212.12,7636.32,3360.96,Regular,Online
2025-11-09,SKU-10058,8,137.59,1100.72,600.16,Promo,Wholesale
2025-11-09,SKU-10003,23,116.14,2671.22,1312.38,Promo,Online
2025-11-09,SKU-10057,14,223.82,3133.48,1810.48,Regular,Wholesale
2025-11-09,SKU-10029,10,194.57,1945.7,1124.2,Regular,Wholesale
2025-11-09,SKU-10016,4,178.77,715.08,354.08,Regular,Retail
2025-11-09,SKU-10019,21,163.64,3436.44,1552.95,Regular,Online
2025-11-09,SKU-10015,32,178.62,5715.84,1912.96,Regular,Online
2025-11-09,SKU-10018,13,133.87,1740.31,720.72,Regular,Wholesale
2025-11-09,SKU-10036,2,87.66,175.32,108.06,Regular,Retail
2025-11-09,SKU-10007,20,200.3,4006.0,1811.6,Regular,Wholesale
2025-11-09,SKU-10054,11,154.44,1698.84,607.97,Regular,Retail
2025-11-10,SKU-10052,16,158.61,2537.76,925.44,Regular,Wholesale
2025-11-10,SKU-10036,10,91.75,917.5,540.3,Regular,Retail
2025-11-10,SKU-10049,19,224.13,4258.47,1797.59,Regular,Wholesale
2025-11-10,SKU-10042,12,221.98,2663.76,1120.32,Regular,Wholesale
2025-11-10,SKU-10013,21,136.98,2876.58,1285.83,Regular,Retail
2025-11-10,SKU-10005,29,14.04,407.16,188.79,Promo,Wholesale
2025-11-10,SKU-10060,17,197.26,3353.42,1121.83,Regular,Online
2025-11-10,SKU-10029,17,188.8,3209.6,1911.14,Regular,Wholesale
2025-11-10,SKU-10054,15,151.14,2267.1,829.05,Regular,Online
2025-11-10,SKU-10015,20,175.32,3506.4,1195.6,Regular,Retail
2025-11-10,SKU-10055,11,154.86,1703.46,819.39,Regular,Wholesale
2025-11-10,SKU-10043,34,46.23,1571.82,826.88,Regular,Retail
2025-11-10,SKU-10026,34,117.54,3996.36,2229.72,Regular,Online
2025-11-10,SKU-10034,21,130.89,2748.69,1638.21,Regular,Online
2025-11-10,SKU-10025,20,51.83,1036.6,365.8,Regular,Online
2025-11-10,SKU-10038,28,54.27,1519.56,1055.88,Promo,Online
2025-11-10,SKU-10053,23,72.1,1658.3,867.79,Regular,Retail
2025-11-10,SKU-10008,18,48.82,878.76,417.06,Regular,Retail
2025-11-10,SKU-10039,1,203.59,203.59,116.81,Regular,Retail
2025-11-10,SKU-10046,19,99.72,1894.68,1038.92,Regular,Retail
2025-11-10,SKU-10032,13,73.95,961.35,441.74,Regular,Wholesale
2025-11-10,SKU-10018,11,133.14,1464.54,609.84,Regular,Wholesale
2025-11-10,SKU-10059,14,27.25,381.5,217.84,Promo,Wholesale
2025-11-10,SKU-10041,26,172.0,4472.0,2348.06,Regular,Online
2025-11-10,SKU-10017,15,214.92,3223.8,1283.4,Regular,Wholesale
2025-11-10,SKU-10006,17,49.89,848.13,352.24,Regular,Wholesale
2025-11-10,SKU-10014,16,154.52,2472.32,1364.16,Regular,Wholesale
2025-11-10,SKU-10027,9,151.76,1365.84,567.27,Promo,Online
2025-11-10,SKU-10020,12,44.75,537.0,216.48,Regular,Wholesale
2025-11-10,SKU-10030,15,26.96,404.4,187.8,Regular,Retail
2025-11-10,SKU-10016,16,175.59,2809.44,1416.32,Regular,Wholesale
2025-11-10,SKU-10012,11,76.16,837.76,308.22,Regular,Wholesale
2025-11-10,SKU-10002,9,145.31,1307.79,708.57,Regular,Retail
2025-11-10,SKU-10057,22,180.79,3977.38,2845.04,Promo,Retail
2025-11-10,SKU-10044,38,178.02,6764.76,4110.08,Regular,Wholesale
2025-11-10,SKU-10047,13,136.7,1777.1,757.77,Regular,Wholesale
2025-11-10,SKU-10037,22,198.99,4377.78,2019.6,Regular,Retail
2025-11-10,SKU-10028,18,32.42,583.56,217.98,Regular,Retail
2025-11-10,SKU-10001,22,8.81,193.82,64.9,Regular,Wholesale
2025-11-10,SKU-10019,21,131.84,2768.64,1552.95,Promo,Wholesale
2025-11-10,SKU-10050,24,152.36,3656.64,2038.8,Regular,Online
2025-11-10,SKU-10022,14,62.14,869.96,385.0,Regular,Retail
2025-11-10,SKU-10045,15,150.37,2255.55,1373.55,Regular,Wholesale
2025-11-10,SKU-10058,12,138.23,1658.76,900.24,Promo,Wholesale
2025-11-10,SKU-10040,19,161.89,3075.91,1836.73,Regular,Wholesale
2025-11-11,SKU-10047,16,148.18,2370.88,932.64,Regular,Retail
2025-11-11,SKU-10035,4,160.77,643.08,368.64,Promo,Online
2025-11-11,SKU-10036,13,91.84,1193.92,702.39,Regular,Retail
2025-11-11,SKU-10014,18,146.55,2637.9,1534.68,Regular,Online
2025-11-11,SKU-10002,6,145.54,873.24,472.38,Regular,Wholesale
2025-11-11,SKU-10032,16,77.84,1245.44,543.68,Regular,Wholesale
2025-11-11,SKU-10059,11,27.05,297.55,171.16,Promo,Online
2025-11-11,SKU-10026,18,108.1,1945.8,1180.44,Promo,Online
2025-11-11,SKU-10009,7,148.89,1042.23,384.86,Regular,Retail
2025-11-11,SKU-10012,4,79.55,318.2,112.08,Regular,Wholesale
2025-11-11,SKU-10034,15,135.12,2026.8,1170.15,Regular,Online
2025-11-11,SKU-10041,17,155.69,2646.73,1535.27,Promo,Wholesale
2025-11-11,SKU-10040,9,153.19,1378.71,870.03,Promo,Online
2025-11-11,SKU-10048,19,161.22,3063.18,1015.17,Regular,Wholesale
2025-11-11,SKU-10051,15,42.42,636.3,213.9,Regular,Online
2025-11-11,SKU-10030,33,27.77,916.41,413.16,Regular,Wholesale
2025-11-11,SKU-10033,11,140.05,1540.55,804.32,Regular,Online
2025-11-11,SKU-10005,23,14.9,342.7,149.73,Regular,Wholesale
2025-11-11,SKU-10025,41,48.82,2001.62,749.89,Regular,Online
2025-11-11,SKU-10042,4,207.85,831.4,373.44,Regular,Online
2025-11-11,SKU-10031,24,126.87,3044.88,1498.32,Regular,Online
2025-11-11,SKU-10045,17,147.63,2509.71,1556.69,Regular,Wholesale
2025-11-11,SKU-10044,21,183.53,3854.13,2271.36,Regular,Retail
2025-11-11,SKU-10004,18,163.42,2941.56,1318.86,Regular,Wholesale
2025-11-11,SKU-10015,18,164.2,2955.6,1076.04,Regular,Wholesale
2025-11-11,SKU-10006,19,51.11,971.09,393.68,Regular,Online
2025-11-11,SKU-10001,3,8.83,26.49,8.85,Regular,Online
2025-11-11,SKU-10049,13,187.43,2436.59,1229.93,Promo,Retail
2025-11-11,SKU-10029,15,168.11,2521.65,1686.3,Promo,Wholesale
2025-11-11,SKU-10022,9,65.55,589.95,247.5,Regular,Retail
2025-11-11,SKU-10013,1,137.69,137.69,61.23,Regular,Wholesale
2025-11-11,SKU-10003,13,131.58,1710.54,741.78,Regular,Wholesale
2025-11-11,SKU-10019,26,172.24,4478.24,1922.7,Regular,Wholesale
2025-11-11,SKU-10052,26,150.38,3909.88,1503.84,Promo,Retail
2025-11-11,SKU-10023,22,16.6,365.2,172.48,Regular,Wholesale
2025-11-11,SKU-10055,23,153.16,3522.68,1713.27,Regular,Online
2025-11-11,SKU-10056,27,18.69,504.63,211.14,Regular,Retail
2025-11-11,SKU-10053,24,60.12,1442.88,905.52,Promo,Wholesale
2025-11-11,SKU-10050,22,130.64,2874.08,1868.9,Promo,Retail
2025-11-11,SKU-10058,17,157.31,2674.27,1275.34,Regular,Retail
2025-11-11,SKU-10038,20,50.44,1008.8,754.2,Promo,Wholesale
2025-11-11,SKU-10037,32,199.04,6369.28,2937.6,Regular,Retail
2025-11-11,SKU-10043,17,44.82,761.94,413.44,Regular,Retail
2025-11-11,SKU-10028,13,31.41,408.33,157.43,Regular,Retail
2025-11-11,SKU-10039,28,194.92,5457.76,3270.68,Regular,Wholesale
2025-11-12,SKU-10036,11,93.29,1026.19,594.33,Regular,Online
2025-11-12,SKU-10011,29,208.86,6056.94,2634.65,Regular,Online
2025-11-12,SKU-10042,25,204.51,5112.75,2334.0,Regular,Wholesale
2025-11-12,SKU-10058,16,172.29,2756.64,1200.32,Regular,Online
2025-11-12,SKU-10009,19,137.72,2616.68,1044.62,Regular,Online
2025-11-12,SKU-10035,7,169.78,1188.46,645.12,Promo,Retail
2025-11-12,SKU-10007,5,199.88,999.4,452.9,Regular,Wholesale
2025-11-12,SKU-10026,33,112.83,3723.39,2164.14,Regular,Online
2025-11-12,SKU-10014,30,144.11,4323.3,2557.8,Regular,Retail
2025-11-12,SKU-10021,29,137.22,3979.38,1597.9,Regular,Retail
2025-11-12,SKU-10040,16,168.41,2694.56,1546.72,Regular,Wholesale
2025-11-12,SKU-10038,27,58.26,1573.02,1018.17,Regular,Online
2025-11-12,SKU-10050,31,158.3,4907.3,2633.45,Regular,Retail
2025-11-12,SKU-10019,18,171.4,3085.2,1331.1,Regular,Wholesale
2025-11-12,SKU-10030,19,27.85,529.15,237.88,Regular,Online
2025-11-12,SKU-10025,18,53.48,962.64,329.22,Regular,Wholesale
2025-11-12,SKU-10053,12,76.45,917.4,452.76,Regular,Retail
2025-11-12,SKU-10047,18,125.12,2252.16,1049.22,Promo,Retail
2025-11-12,SKU-10018,18,132.28,2381.04,997.92,Regular,Retail
2025-11-12,SKU-10034,21,130.83,2747.43,1638.21,Regular,Wholesale
2025-11-12,SKU-10060,16,193.59,3097.44,1055.84,Regular,Wholesale
2025-11-12,SKU-10029,9,191.58,1724.22,1011.78,Regular,Online
2025-11-12,SKU-10052,16,171.22,2739.52,925.44,Regular,Wholesale
2025-11-12,SKU-10054,27,152.18,4108.86,1492.29,Regular,Wholesale
2025-11-12,SKU-10022,25,65.1,1627.5,687.5,Regular,Wholesale
2025-11-12,SKU-10044,18,177.72,3198.96,1946.88,Regular,Wholesale
2025-11-12,SKU-10016,7,170.44,1193.08,619.64,Regular,Retail
2025-11-12,SKU-10008,9,48.65,437.85,208.53,Regular,Online
2025-11-12,SKU-10023,17,15.05,255.85,133.28,Promo,Wholesale
2025-11-12,SKU-10032,18,76.29,1373.22,611.64,Regular,Retail
2025-11-12,SKU-10033,15,127.89,1918.35,1096.8,Promo,Online
2025-11-12,SKU-10003,26,133.5,3471.0,1483.56,Regular,Retail
2025-11-12,SKU-10039,18,162.37,2922.66,2102.58,Promo,Retail
2025-11-12,SKU-10024,35,79.83,2794.05,899.5,Regular,Retail
2025-11-12,SKU-10004,40,153.54,6141.6,2930.8,Regular,Retail
2025-11-12,SKU-10059,12,29.64,355.68,186.72,Promo,Online
2025-11-12,SKU-10057,16,214.43,3430.88,2069.12,Regular,Retail
2025-11-12,SKU-10041,27,182.76,4934.52,2438.37,Regular,Online
2025-11-12,SKU-10045,6,153.58,921.48,549.42,Regular,Wholesale
2025-11-12,SKU-10056,19,14.49,275.31,148.58,Promo,Retail
2025-11-12,SKU-10049,33,201.58,6652.14,3122.13,Promo,Online
2025-11-12,SKU-10015,16,141.97,2271.52,956.48,Promo,Wholesale
2025-11-12,SKU-10027,7,193.13,1351.91,441.21,Regular,Online
2025-11-13,SKU-10009,12,147.17,1766.04,659.76,Regular,Retail
2025-11-13,SKU-10039,22,192.52,4235.44,2569.82,Regular,Retail
2025-11-13,SKU-10003,14,130.01,1820.14,798.84,Regular,Retail
2025-11-13,SKU-10037,23,196.46,4518.58,2111.4,Regular,Online
2025-11-13,SKU-10055,18,146.11,2629.98,1340.82,Regular,Online
2025-11-13,SKU-10059,16,36.05,576.8,248.96,Regular,Wholesale
2025-11-13,SKU-10029,29,193.85,5621.65,3260.18,Regular,Online
2025-11-13,SKU-10011,32,208.97,6687.04,2907.2,Regular,Wholesale
2025-11-13,SKU-10024,22,77.5,1705.0,565.4,Regular,Retail
2025-11-13,SKU-10019,19,166.83,3169.77,1405.05,Regular,Wholesale
2025-11-13,SKU-10038,15,60.99,914.85,565.65,Regular,Wholesale
2025-11-13,SKU-10044,20,177.79,3555.8,2163.2,Regular,Retail
2025-11-13,SKU-10001,17,9.25,157.25,50.15,Regular,Online
2025-11-13,SKU-10035,23,178.39,4102.97,2119.68,Regular,Retail
2025-11-13,SKU-10032,20,59.71,1194.2,679.6,Promo,Online
2025-11-13,SKU-10020,24,41.36,992.64,432.96,Regular,Retail
2025-11-13,SKU-10034,22,134.36,2955.92,1716.22,Regular,Online
2025-11-13,SKU-10033,14,119.42,1671.88,1023.68,Promo,Retail
2025-11-13,SKU-10045,32,154.7,4950.4,2930.24,Regular,Online
2025-11-13,SKU-10016,15,174.38,2615.7,1327.8,Regular,Online
2025-11-13,SKU-10052,15,171.85,2577.75,867.6,Regular,Retail
2025-11-13,SKU-10005,33,14.81,488.73,214.83,Regular,Online
2025-11-13,SKU-10056,22,18.81,413.82,172.04,Regular,Retail
2025-11-13,SKU-10022,27,65.59,1770.93,742.5,Regular,Online
2025-11-13,SKU-10060,17,192.65,3275.05,1121.83,Regular,Online
2025-11-13,SKU-10025,26,51.77,1346.02,475.54,Regular,Online
2025-11-13,SKU-10013,14,134.82,1887.48,857.22,Regular,Retail
2025-11-13,SKU-10058,26,164.25,4270.5,1950.52,Regular,Retail
2025-11-13,SKU-10057,16,229.94,3679.04,2069.12,Regular,Wholesale
2025-11-13,SKU-10028,14,32.8,459.2,169.54,Regular,Wholesale
2025-11-13,SKU-10030,7,22.46,157.22,87.64,Promo,Retail
2025-11-13,SKU-10002,24,120.75,2898.0,1889.52,Promo,Online
2025-11-13,SKU-10027,19,187.92,3570.48,1197.57,Regular,Retail
2025-11-13,SKU-10041,18,173.13,3116.34,1625.58,Regular,Retail
2025-11-13,SKU-10021,30,142.96,4288.8,1653.0,Regular,Online
2025-11-13,SKU-10048,21,157.98,3317.58,1122.03,Regular,Wholesale
2025-11-13,SKU-10050,12,133.48,1601.76,1019.4,Promo,Online
2025-11-13,SKU-10017,24,205.3,4927.2,2053.44,Regular,Wholesale
2025-11-13,SKU-10042,18,219.42,3949.56,1680.48,Regular,Online
2025-11-13,SKU-10023,20,13.47,269.4,156.8,Promo,Retail
2025-11-13,SKU-10010,15,72.17,1082.55,462.75,Regular,Retail
2025-11-13,SKU-10006,1,53.74,53.74,20.72,Regular,Online
2025-11-13,SKU-10018,25,130.53,3263.25,1386.0,Regular,Retail
2025-11-13,SKU-10026,4,106.55,426.2,262.32,Promo,Wholesale
2025-11-13,SKU-10036,10,96.15,961.5,540.3,Regular,Retail
2025-11-14,SKU-10057,40,176.67,7066.8,5172.8,Promo,Wholesale
2025-11-14,SKU-10026,33,115.68,3817.44,2164.14,Regular,Retail
2025-11-14,SKU-10005,17,13.1,222.7,110.67,Promo,Online
2025-11-14,SKU-10036,15,91.59,1373.85,810.45,Regular,Retail
2025-11-14,SKU-10008,25,48.6,1215.0,579.25,Regular,Wholesale
2025-11-14,SKU-10017,30,184.38,5531.4,2566.8,Promo,Retail
2025-11-14,SKU-10025,24,50.38,1209.12,438.96,Regular,Retail
2025-11-14,SKU-10045,3,151.67,455.01,274.71,Regular,Online
2025-11-14,SKU-10035,15,148.92,2233.8,1382.4,Promo,Online
2025-11-14,SKU-10014,15,143.99,2159.85,1278.9,Regular,Wholesale
2025-11-14,SKU-10028,26,26.8,696.8,314.86,Promo,Wholesale
2025-11-14,SKU-10048,22,157.87,3473.14,1175.46,Regular,Wholesale
2025-11-14,SKU-10060,10,184.71,1847.1,659.9,Regular,Online
2025-11-14,SKU-10011,20,222.56,4451.2,1817.0,Regular,Retail
2025-11-14,SKU-10029,13,151.87,1974.31,1461.46,Promo,Online
2025-11-14,SKU-10055,14,143.32,2006.48,1042.86,Regular,Wholesale
2025-11-14,SKU-10051,21,42.29,888.09,299.46,Regular,Retail
2025-11-14,SKU-10024,12,76.16,913.92,308.4,Regular,Online
2025-11-14,SKU-10002,17,135.68,2306.56,1338.41,Regular,Wholesale
2025-11-14,SKU-10031,24,132.58,3181.92,1498.32,Regular,Wholesale
2025-11-14,SKU-10030,8,26.02,208.16,100.16,Regular,Online
2025-11-14,SKU-10004,6,149.45,896.7,439.62,Regular,Retail
2025-11-14,SKU-10049,18,231.45,4166.1,1702.98,Regular,Online
2025-11-14,SKU-10007,18,217.22,3909.96,1630.44,Regular,Online
2025-11-14,SKU-10046,17,97.54,1658.18,929.56,Regular,Online
2025-11-14,SKU-10058,2,146.29,292.58,150.04,Promo,Online
2025-11-14,SKU-10032,15,75.8,1137.0,509.7,Regular,Wholesale
2025-11-14,SKU-10038,15,51.85,777.75,565.65,Promo,Wholesale
2025-11-14,SKU-10022,31,61.27,1899.37,852.5,Regular,Online
2025-11-14,SKU-10042,24,208.88,5013.12,2240.64,Regular,Online
2025-11-14,SKU-10001,23,9.48,218.04,67.85,Regular,Retail
2025-11-14,SKU-10016,12,172.16,2065.92,1062.24,Regular,Online
2025-11-14,SKU-10013,23,115.36,2653.28,1408.29,Promo,Retail
2025-11-14,SKU-10053,18,76.02,1368.36,679.14,Regular,Retail
2025-11-14,SKU-10019,22,170.7,3755.4,1626.9,Regular,Retail
2025-11-14,SKU-10006,26,51.34,1334.84,538.72,Regular,Online
2025-11-14,SKU-10020,26,42.35,1101.1,469.04,Regular,Retail
2025-11-14,SKU-10047,18,138.98,2501.64,1049.22,Regular,Wholesale
2025-11-14,SKU-10052,14,170.69,2389.66,809.76,Regular,Wholesale
2025-11-14,SKU-10037,8,190.89,1527.12,734.4,Regular,Wholesale
2025-11-14,SKU-10027,10,153.68,1536.8,630.3,Promo,Online
2025-11-14,SKU-10040,18,167.47,3014.46,1740.06,Regular,Retail
2025-11-14,SKU-10054,18,146.75,2641.5,994.86,Regular,Wholesale
2025-11-14,SKU-10018,12,130.03,1560.36,665.28,Regular,Retail
2025-11-14,SKU-10021,15,133.24,1998.6,826.5,Regular,Online
2025-11-15,SKU-10013,24,103.62,2486.88,1469.52,Promo,Wholesale
2025-11-15,SKU-10042,17,212.48,3612.16,1587.12,Regular,Wholesale
2025-11-15,SKU-10005,13,14.63,190.19,84.63,Regular,Retail
2025-11-15,SKU-10011,29,208.19,6037.51,2634.65,Regular,Online
2025-11-15,SKU-10007,17,203.02,3451.34,1539.86,Regular,Retail
2025-11-15,SKU-10017,23,211.1,4855.3,1967.88,Regular,Retail
2025-11-15,SKU-10041,25,170.02,4250.5,2257.75,Regular,Online
2025-11-15,SKU-10037,29,166.81,4837.49,2662.2,Promo,Retail
2025-11-15,SKU-10028,12,32.11,385.32,145.32,Regular,Online
2025-11-15,SKU-10023,29,14.97,434.13,227.36,Promo,Online
2025-11-15,SKU-10004,22,141.78,3119.16,1611.94,Promo,Online
2025-11-15,SKU-10049,38,229.82,8733.16,3595.18,Regular,Retail
2025-11-15,SKU-10012,18,63.06,1135.08,504.36,Promo,Wholesale
2025-11-15,SKU-10047,14,148.1,2073.4,816.06,Regular,Online
