date,channel,device,country,sessions,add_to_cart,checkout_start,purchases,cac_modeled
2025-11-09,Direct,Desktop,UK,709,54,31,18,0.69
2025-11-10,Paid Search,Mobile,DE,1200,179,128,85,0.58
2025-11-10,Paid Search,Desktop,CA,800,111,87,60,1.28
2025-11-10,Paid Social,Mobile,US,1111,89,66,41,1.4
2025-11-10,Paid Social,Desktop,CA,450,35,24,13,0.83
2025-11-10,Organic Search,Mobile,UK,838,73,55,25,0.54
2025-11-10,Organic Search,Desktop,UK,1182,134,93,43,1.22
2025-11-10,Email,Mobile,CA,1262,123,96,55,1.41
2025-11-10,Email,Desktop,UK,824,77,58,41,0.37
2025-11-10,Direct,Mobile,AU,721,88,60,32,1.57
2025-11-10,Direct,Desktop,DE,981,130,80,47,1.11
2025-11-11,Paid Search,Mobile,AU,901,97,60,34,1.94
2025-11-11,Paid Search,Desktop,CA,979,108,73,33,1.86
2025-11-11,Paid Social,Mobile,CA,756,87,54,31,0.63
2025-11-11,Paid Social,Desktop,AU,765,112,83,59,1.14
2025-11-11,Organic Search,Mobile,US,1138,99,67,38,0.94
2025-11-11,Organic Search,Desktop,US,775,68,49,23,1.68
2025-11-11,Email,Mobile,US,689,49,33,19,1.05
2025-11-11,Email,Desktop,AU,771,56,34,15,1.43
2025-11-11,Direct,Mobile,DE,734,56,41,25,1.82
2025-11-11,Direct,Desktop,DE,717,72,58,29,0.81
2025-11-12,Paid Search,Mobile,US,1159,170,138,69,1.58
2025-11-12,Paid Search,Desktop,DE,678,88,55,27,1.86
2025-11-12,Paid Social,Mobile,DE,1004,95,77,45,0.98
2025-11-12,Paid Social,Desktop,UK,847,103,75,49,1.69
2025-11-12,Organic Search,Mobile,US,1058,81,54,36,1.53
2025-11-12,Organic Search,Desktop,UK,528,48,35,17,1.35
2025-11-12,Email,Mobile,AU,707,96,68,45,0.84
2025-11-12,Email,Desktop,AU,1152,83,66,34,0.66
2025-11-12,Direct,Mobile,CA,917,127,75,50,1.28
2025-11-12,Direct,Desktop,CA,999,148,120,63,1.47
2025-11-13,Paid Search,Mobile,UK,1376,135,83,56,0.85
2025-11-13,Paid Search,Desktop,DE,340,32,22,14,1.07
2025-11-13,Paid Social,Mobile,UK,801,115,83,56,1.07
2025-11-13,Paid Social,Desktop,US,830,97,75,39,1.64
2025-11-13,Organic Search,Mobile,AU,649,65,37,17,1.85
2025-11-13,Organic Search,Desktop,UK,396,54,42,24,1.85
2025-11-13,Email,Mobile,UK,1160,89,53,32,1.11
2025-11-13,Email,Desktop,CA,770,114,85,42,1.1
2025-11-13,Direct,Mobile,CA,710,92,62,40,1.25
2025-11-13,Direct,Desktop,DE,653,60,37,21,0.68
2025-11-14,Paid Search,Mobile,US,1236,125,100,67,1.01
2025-11-14,Paid Search,Desktop,UK,818,117,86,41,1.13
2025-11-14,Paid Social,Mobile,AU,782,61,48,33,0.58
2025-11-14,Paid Social,Desktop,DE,919,123,97,48,0.47
2025-11-14,Organic Search,Mobile,AU,381,44,31,18,1.06
2025-11-14,Organic Search,Desktop,AU,331,45,30,20,1.26
2025-11-14,Email,Mobile,CA,988,87,63,44,1.47
2025-11-14,Email,Desktop,DE,812,71,40,27,1.12
2025-11-14,Direct,Mobile,DE,987,136,91,46,0.62
2025-11-14,Direct,Desktop,US,626,77,45,23,1.29
2025-11-15,Paid Search,Mobile,US,1012,130,91,62,1.02
2025-11-15,Paid Search,Desktop,US,822,110,84,51,0.43
2025-11-15,Paid Social,Mobile,US,1210,141,82,44,1.73
2025-11-15,Paid Social,Desktop,DE,683,85,57,39,1.57
2025-11-15,Organic Search,Mobile,CA,780,85,64,37,0.76
2025-11-15,Organic Search,Desktop,US,867,116,90,64,0.93
2025-11-15,Email,Mobile,CA,913,131,80,47,1.31
2025-11-15,Email,Desktop,CA,719,98,54,27,0.35
2025-11-15,Direct,Mobile,UK,795,91,71,43,1.26
2025-11-15,Direct,Desktop,CA,669,47,32,16,0.43
2025-11-16,Paid Search,Mobile,DE,916,135,84,57,1.81
2025-11-16,Paid Search,Desktop,US,812,76,42,29,1.2
2025-11-16,Paid Social,Mobile,AU,1063,109,67,32,0.43
2025-11-16,Paid Social,Desktop,AU,799,108,72,40,1.24
2025-11-16,Organic Search,Mobile,US,965,143,98,50,0.4
2025-11-16,Organic Search,Desktop,CA,924,124,81,41,1.7
2025-11-16,Email,Mobile,US,880,106,85,46,1.88
2025-11-16,Email,Desktop,CA,505,42,32,17,0.53
2025-11-16,Direct,Mobile,AU,767,75,60,32,0.86
2025-11-16,Direct,Desktop,CA,660,53,40,27,0.98
2025-11-17,Paid Search,Mobile,AU,989,136,108,63,1.75
2025-11-17,Paid Search,Desktop,UK,1427,126,73,45,1.03
2025-11-17,Paid Social,Mobile,DE,1266,127,83,42,1.83
2025-11-17,Paid Social,Desktop,US,663,74,47,33,1.81
2025-11-17,Organic Search,Mobile,US,1462,155,98,55,0.95
2025-11-17,Organic Search,Desktop,CA,860,94,72,34,0.79
2025-11-17,Email,Mobile,DE,1416,132,78,45,0.39
2025-11-17,Email,Desktop,UK,809,93,55,34,1.64
2025-11-17,Direct,Mobile,US,772,84,55,25,0.46
2025-11-17,Direct,Desktop,DE,1091,92,58,28,0.89
2025-11-18,Paid Search,Mobile,AU,917,64,44,30,1.15
2025-11-18,Paid Search,Desktop,CA,1148,92,71,41,0.6
2025-11-18,Paid Social,Mobile,US,931,98,58,29,1.9
2025-11-18,Paid Social,Desktop,DE,704,72,58,32,1.4
2025-11-18,Organic Search,Mobile,AU,975,127,74,38,1.18
2025-11-18,Organic Search,Desktop,UK,943,130,92,63,1.82
2025-11-18,Email,Mobile,US,846,114,73,41,1.52
2025-11-18,Email,Desktop,DE,580,43,25,12,1.37
2025-11-18,Direct,Mobile,UK,759,99,69,32,1.04
2025-11-18,Direct,Desktop,UK,726,90,66,33,0.97
2025-11-19,Paid Search,Mobile,CA,796,77,56,29,1.39
2025-11-19,Paid Search,Desktop,UK,582,60,42,28,0.52
2025-11-19,Paid Social,Mobile,AU,1227,99,77,45,1.83
2025-11-19,Paid Social,Desktop,CA,827,112,67,44,1.06
2025-11-19,Organic Search,Mobile,CA,818,77,59,32,0.51
2025-11-19,Organic Search,Desktop,US,506,47,37,21,1.27
2025-11-19,Email,Mobile,UK,1226,112,62,41,0.67
2025-11-19,Email,Desktop,DE,515,74,44,31,0.64
2025-11-19,Direct,Mobile,US,903,95,72,44,1.6
2025-11-19,Direct,Desktop,US,574,64,48,29,1.85
2025-11-20,Paid Search,Mobile,AU,373,48,28,19,1.7
2025-11-20,Paid Search,Desktop,US,789,66,40,25,1.05
2025-11-20,Paid Social,Mobile,US,577,49,32,22,0.89
2025-11-20,Paid Social,Desktop,AU,1270,153,103,65,0.8
2025-11-20,Organic Search,Mobile,DE,657,85,47,27,1.84
2025-11-20,Organic Search,Desktop,CA,853,112,69,47,0.9
2025-11-20,Email,Mobile,DE,662,47,26,12,1.23
2025-11-20,Email,Desktop,US,835,71,48,22,1.83
2025-11-20,Direct,Mobile,DE,641,84,60,37,1.55
2025-11-20,Direct,Desktop,US,806,71,47,28,0.95
2025-11-21,Paid Search,Mobile,DE,940,134,105,72,1.52
2025-11-21,Paid Search,Desktop,CA,665,77,58,33,1.26
2025-11-21,Paid Social,Mobile,US,460,61,40,24,0.74
2025-11-21,Paid Social,Desktop,DE,711,84,48,29,0.76
2025-11-21,Organic Search,Mobile,CA,1270,110,64,33,1.51
2025-11-21,Organic Search,Desktop,CA,467,53,38,26,1.79
2025-11-21,Email,Mobile,AU,1173,115,78,53,0.89
2025-11-21,Email,Desktop,CA,1282,131,76,35,1.84
2025-11-21,Direct,Mobile,DE,861,95,75,46,1.86
2025-11-21,Direct,Desktop,AU,650,72,50,31,1.42
2025-11-22,Paid Search,Mobile,AU,1075,130,92,58,0.43
2025-11-22,Paid Search,Desktop,DE,883,121,72,46,1.41
2025-11-22,Paid Social,Mobile,CA,1299,108,82,45,1.9
2025-11-22,Paid Social,Desktop,US,784,92,51,25,1.29
2025-11-22,Organic Search,Mobile,US,1194,114,89,52,0.76
2025-11-22,Organic Search,Desktop,UK,466,61,33,19,0.35
2025-11-22,Email,Mobile,AU,1502,156,85,50,0.75
2025-11-22,Email,Desktop,CA,645,91,73,38,1.51
2025-11-22,Direct,Mobile,AU,1184,87,56,26,1.68
2025-11-22,Direct,Desktop,CA,1307,185,106,52,1.78
2025-11-23,Paid Search,Mobile,CA,992,101,59,42,1.36
2025-11-23,Paid Search,Desktop,CA,1149,111,90,60,1.74
2025-11-23,Paid Social,Mobile,AU,1133,124,92,64,0.66
2025-11-23,Paid Social,Desktop,US,566,77,60,37,0.4
2025-11-23,Organic Search,Mobile,UK,1100,153,105,61,1.52
2025-11-23,Organic Search,Desktop,US,617,59,35,18,1.1
2025-11-23,Email,Mobile,US,1451,195,130,70,0.92
2025-11-23,Email,Desktop,US,722,58,43,25,1.22
2025-11-23,Direct,Mobile,US,820,78,47,30,1.52
2025-11-23,Direct,Desktop,AU,676,52,41,20,0.67
2025-11-24,Paid Search,Mobile,DE,1351,102,83,43,1.73
2025-11-24,Paid Search,Desktop,CA,648,72,57,38,0.99
2025-11-24,Paid Social,Mobile,DE,562,81,47,30,0.51
2025-11-24,Paid Social,Desktop,CA,724,54,41,25,1.08
2025-11-24,Organic Search,Mobile,AU,1183,145,102,68,0.87
2025-11-24,Organic Search,Desktop,UK,769,92,59,36,1.7
2025-11-24,Email,Mobile,AU,999,141,91,56,0.47
2025-11-24,Email,Desktop,CA,957,138,85,51,1.95
2025-11-24,Direct,Mobile,UK,1038,83,61,40,1.23
2025-11-24,Direct,Desktop,US,737,59,46,22,1.5
2025-11-25,Paid Search,Mobile,CA,811,104,74,50,0.58
2025-11-25,Paid Search,Desktop,US,770,57,38,23,0.78
2025-11-25,Paid Social,Mobile,UK,1438,140,107,60,1.9
2025-11-25,Paid Social,Desktop,UK,1047,76,47,24,0.49
2025-11-25,Organic Search,Mobile,CA,1054,102,65,40,1.26
2025-11-25,Organic Search,Desktop,AU,855,99,55,36,0.4
2025-11-25,Email,Mobile,CA,891,109,74,45,0.73
2025-11-25,Email,Desktop,CA,709,67,38,17,0.64
2025-11-25,Direct,Mobile,CA,1078,155,112,55,0.68
2025-11-25,Direct,Desktop,DE,720,68,52,24,1.66
2025-11-26,Paid Search,Mobile,AU,1229,121,83,56,1.54
2025-11-26,Paid Search,Desktop,UK,821,116,66,33,1.85
2025-11-26,Paid Social,Mobile,US,650,81,54,27,0.49
2025-11-26,Paid Social,Desktop,DE,775,92,64,37,0.4
2025-11-26,Organic Search,Mobile,AU,848,82,48,25,1.36
2025-11-26,Organic Search,Desktop,US,1558,172,107,57,0.6
2025-11-26,Email,Mobile,UK,700,77,47,22,1.44
2025-11-26,Email,Desktop,UK,534,43,34,18,1.88
2025-11-26,Direct,Mobile,US,943,104,81,49,1.86
2025-11-26,Direct,Desktop,AU,1063,94,59,30,0.79
2025-11-27,Paid Search,Mobile,US,917,85,66,47,1.67
2025-11-27,Paid Search,Desktop,CA,992,110,67,41,1.19
2025-11-27,Paid Social,Mobile,AU,806,74,58,39,0.39
2025-11-27,Paid Social,Desktop,US,891,77,46,23,1.71
2025-11-27,Organic Search,Mobile,CA,890,112,69,41,1.01
2025-11-27,Organic Search,Desktop,DE,604,76,54,33,1.1
2025-11-27,Email,Mobile,DE,701,73,44,26,0.51
2025-11-27,Email,Desktop,CA,1086,133,89,54,1.25
2025-11-27,Direct,Mobile,US,1002,104,75,49,0.55
2025-11-27,Direct,Desktop,US,1117,153,100,70,1.7
2025-11-28,Paid Search,Mobile,US,1076,149,82,49,0.99
2025-11-28,Paid Search,Desktop,CA,668,98,78,40,0.46
2025-11-28,Paid Social,Mobile,DE,1226,135,74,43,0.69
2025-11-28,Paid Social,Desktop,DE,734,105,85,57,0.38
2025-11-28,Organic Search,Mobile,AU,1317,113,91,50,1.82
2025-11-28,Organic Search,Desktop,UK,667,82,56,32,1.42
2025-11-28,Email,Mobile,DE,1088,131,86,61,1.53
2025-11-28,Email,Desktop,US,919,78,61,33,1.53
2025-11-28,Direct,Mobile,US,839,95,75,45,0.4
2025-11-28,Direct,Desktop,DE,1050,141,100,70,1.65
2025-11-29,Paid Search,Mobile,US,1181,112,70,36,1.32
2025-11-29,Paid Search,Desktop,AU,756,75,53,24,1.64
2025-11-29,Paid Social,Mobile,DE,1002,111,77,46,1.11
2025-11-29,Paid Social,Desktop,US,931,127,86,50,1.48
2025-11-29,Organic Search,Mobile,DE,1293,139,103,52,1.26
2025-11-29,Organic Search,Desktop,DE,1240,105,65,45,1.13
2025-11-29,Email,Mobile,AU,1027,81,51,36,0.81
2025-11-29,Email,Desktop,UK,916,124,92,59,0.98
2025-11-29,Direct,Mobile,UK,1155,115,73,35,1.14
2025-11-29,Direct,Desktop,AU,724,96,55,33,0.97
2025-11-30,Paid Search,Mobile,DE,1208,150,82,50,0.48
2025-11-30,Paid Search,Desktop,DE,400,43,25,16,1.69
2025-11-30,Paid Social,Mobile,CA,917,79,54,27,0.75
2025-11-30,Paid Social,Desktop,AU,547,48,33,18,0.99
2025-11-30,Organic Search,Mobile,AU,1261,90,52,27,1.18
2025-11-30,Organic Search,Desktop,UK,1385,178,124,86,1.46
2025-11-30,Email,Mobile,AU,975,84,64,35,1.64
2025-11-30,Email,Desktop,UK,887,128,78,55,0.64
2025-11-30,Direct,Mobile,AU,1013,130,79,45,1.51
2025-11-30,Direct,Desktop,AU,1159,86,60,29,0.39
2025-12-01,Paid Search,Mobile,US,1172,147,98,58,0.76
2025-12-01,Paid Search,Desktop,DE,553,68,38,24,1.62
2025-12-01,Paid Social,Mobile,US,1109,87,62,30,0.83
2025-12-01,Paid Social,Desktop,US,1005,78,63,41,0.61
2025-12-01,Organic Search,Mobile,AU,774,65,40,20,1.07
2025-12-01,Organic Search,Desktop,CA,769,76,46,24,0.96
2025-12-01,Email,Mobile,US,902,111,83,41,0.41
2025-12-01,Email,Desktop,CA,748,72,54,37,1.83
2025-12-01,Direct,Mobile,AU,1016,97,61,32,1.57
2025-12-01,Direct,Desktop,US,777,78,62,29,0.89
2025-12-02,Paid Search,Mobile,AU,1152,89,50,30,0.82
2025-12-02,Paid Search,Desktop,AU,912,71,44,27,0.55
2025-12-02,Paid Social,Mobile,US,1160,96,76,42,1.34
2025-12-02,Paid Social,Desktop,US,453,44,30,17,0.76
2025-12-02,Organic Search,Mobile,DE,1181,162,106,72,1.94
2025-12-02,Organic Search,Desktop,DE,1196,173,137,63,1.9
2025-12-02,Email,Mobile,UK,1066,89,50,24,1.49
2025-12-02,Email,Desktop,UK,833,113,83,48,1.04
2025-12-02,Direct,Mobile,DE,700,67,36,17,0.83
2025-12-02,Direct,Desktop,US,969,132,74,43,0.67
2025-12-03,Paid Search,Mobile,US,791,60,47,21,0.73
2025-12-03,Paid Search,Desktop,UK,1029,99,56,32,1.43
2025-12-03,Paid Social,Mobile,CA,1047,110,74,42,1.6
2025-12-03,Paid Social,Desktop,AU,693,63,46,27,0.7
2025-12-03,Organic Search,Mobile,DE,1539,109,71,48,0.49
2025-12-03,Organic Search,Desktop,DE,744,84,52,29,1.16
2025-12-03,Email,Mobile,CA,943,75,58,38,0.37
2025-12-03,Email,Desktop,CA,736,79,62,36,1.93
2025-12-03,Direct,Mobile,UK,1172,157,112,63,1.68
2025-12-03,Direct,Desktop,US,930,121,78,37,1.4
2025-12-04,Paid Search,Mobile,DE,1305,193,145,97,1.35
2025-12-04,Paid Search,Desktop,US,709,102,69,35,0.36
2025-12-04,Paid Social,Mobile,US,1057,111,63,35,1.4
2025-12-04,Paid Social,Desktop,UK,1020,150,88,63,0.92
2025-12-04,Organic Search,Mobile,DE,1010,86,48,32,0.92
2025-12-04,Organic Search,Desktop,DE,917,105,67,47,0.92
2025-12-04,Email,Mobile,CA,843,90,58,36,0.78
2025-12-04,Email,Desktop,AU,1284,135,79,41,1.45
2025-12-04,Direct,Mobile,US,930,71,44,25,1.05
2025-12-04,Direct,Desktop,CA,1051,144,84,41,0.54
2025-12-05,Paid Search,Mobile,AU,1016,138,87,59,0.95
2025-12-05,Paid Search,Desktop,CA,1087,152,84,45,0.69
2025-12-05,Paid Social,Mobile,UK,1017,93,64,40,1.18
2025-12-05,Paid Social,Desktop,CA,801,96,70,39,1.74
2025-12-05,Organic Search,Mobile,AU,621,89,72,47,0.59
2025-12-05,Organic Search,Desktop,AU,713,91,68,37,0.98
2025-12-05,Email,Mobile,UK,1333,175,122,76,0.73
2025-12-05,Email,Desktop,US,1007,112,88,48,1.95
2025-12-05,Direct,Mobile,CA,567,57,34,21,1.21
2025-12-05,Direct,Desktop,AU,1063,127,75,34,1.2
2025-12-06,Paid Search,Mobile,US,964,140,104,66,0.71
2025-12-06,Paid Search,Desktop,UK,402,45,26,17,0.38
2025-12-06,Paid Social,Mobile,CA,970,137,89,51,0.39
2025-12-06,Paid Social,Desktop,US,585,79,58,35,0.85
2025-12-06,Organic Search,Mobile,DE,1003,71,55,30,0.96
2025-12-06,Organic Search,Desktop,AU,682,63,38,21,0.74
2025-12-06,Email,Mobile,CA,884,101,69,36,0.69
2025-12-06,Email,Desktop,AU,733,92,52,31,0.54
2025-12-06,Direct,Mobile,CA,1048,124,84,42,0.4
2025-12-06,Direct,Desktop,AU,888,112,75,47,0.7
2025-12-07,Paid Search,Mobile,CA,567,60,44,31,0.39
2025-12-07,Paid Search,Desktop,US,538,60,48,24,1.72
2025-12-07,Paid Social,Mobile,US,1273,136,79,42,0.81
2025-12-07,Paid Social,Desktop,US,784,64,40,28,1.65
2025-12-07,Organic Search,Mobile,DE,887,129,93,53,0.52
2025-12-07,Organic Search,Desktop,UK,996,146,88,55,0.37
2025-12-07,Email,Mobile,UK,1254,158,109,54,0.86
2025-12-07,Email,Desktop,DE,900,64,48,22,1.5
2025-12-07,Direct,Mobile,AU,1065,113,79,37,1.3
2025-12-07,Direct,Desktop,US,1025,139,99,45,0.39
2025-12-08,Paid Search,Mobile,CA,1175,142,79,44,1.53
2025-12-08,Paid Search,Desktop,AU,605,44,28,17,1.5
2025-12-08,Paid Social,Mobile,CA,1053,149,113,75,1.85
2025-12-08,Paid Social,Desktop,UK,665,64,35,22,1.54
2025-12-08,Organic Search,Mobile,US,1170,123,82,45,0.82
2025-12-08,Organic Search,Desktop,UK,1018,75,46,25,1.32
2025-12-08,Email,Mobile,UK,1098,99,76,46,1.94
2025-12-08,Email,Desktop,DE,606,57,41,21,0.7
2025-12-08,Direct,Mobile,AU,882,125,97,55,0.72
2025-12-08,Direct,Desktop,DE,781,88,67,36,1.56
2025-12-09,Paid Search,Mobile,UK,670,83,66,40,1.1
2025-12-09,Paid Search,Desktop,DE,1134,130,84,57,0.48
2025-12-09,Paid Social,Mobile,CA,1060,130,79,36,0.78
2025-12-09,Paid Social,Desktop,US,663,49,28,19,0.94
2025-12-09,Organic Search,Mobile,US,836,97,57,30,1.81
2025-12-09,Organic Search,Desktop,UK,1209,136,110,71,1.85
2025-12-09,Email,Mobile,AU,1236,170,102,47,0.62
2025-12-09,Email,Desktop,CA,920,93,55,38,1.71
2025-12-09,Direct,Mobile,DE,762,99,57,31,1.73
2025-12-09,Direct,Desktop,US,737,99,67,35,0.44
2025-12-10,Paid Search,Mobile,AU,259,22,15,10,0.8
2025-12-10,Paid Search,Desktop,DE,937,119,78,50,1.2
2025-12-10,Paid Social,Mobile,AU,896,89,55,39,1.74
2025-12-10,Paid Social,Desktop,UK,708,52,42,28,1.81
2025-12-10,Organic Search,Mobile,US,1611,230,133,88,1.17
2025-12-10,Organic Search,Desktop,AU,1206,157,98,63,1.25
2025-12-10,Email,Mobile,AU,1326,171,126,82,0.4
2025-12-10,Email,Desktop,AU,843,85,54,38,1.07
2025-12-10,Direct,Mobile,DE,631,87,56,40,1.14
2025-12-10,Direct,Desktop,UK,1162,147,108,70,0.75
2025-12-11,Paid Search,Mobile,UK,1030,85,50,23,1.52
2025-12-11,Paid Search,Desktop,AU,830,101,61,29,1.85
2025-12-11,Paid Social,Mobile,US,867,75,59,30,1.14
2025-12-11,Paid Social,Desktop,DE,955,96,53,37,0.62
2025-12-11,Organic Search,Mobile,CA,1238,109,62,29,1.65
2025-12-11,Organic Search,Desktop,DE,570,63,40,25,1.93
2025-12-11,Email,Mobile,AU,688,49,38,21,1.16
2025-12-11,Email,Desktop,CA,857,77,57,28,1.14
2025-12-11,Direct,Mobile,US,809,73,45,21,0.82
2025-12-11,Direct,Desktop,AU,1071,144,99,62,1.56
2025-12-12,Paid Search,Mobile,US,879,113,92,50,0.69
2025-12-12,Paid Search,Desktop,UK,587,60,36,20,1.35
2025-12-12,Paid Social,Mobile,DE,1031,99,64,31,1.75
2025-12-12,Paid Social,Desktop,CA,872,101,59,28,1.44
2025-12-12,Organic Search,Mobile,US,1087,134,94,65,1.85
2025-12-12,Organic Search,Desktop,DE,1108,118,76,51,1.39
2025-12-12,Email,Mobile,UK,630,57,31,18,1.86
2025-12-12,Email,Desktop,AU,747,58,31,17,0.93
2025-12-12,Direct,Mobile,DE,1101,79,55,25,0.47
2025-12-12,Direct,Desktop,DE,1314,107,68,41,0.97
2025-12-13,Paid Search,Mobile,US,892,124,79,44,1.87
2025-12-13,Paid Search,Desktop,US,966,115,93,63,1.51
2025-12-13,Paid Social,Mobile,UK,603,46,30,14,1.04
2025-12-13,Paid Social,Desktop,US,820,74,41,19,1.07
2025-12-13,Organic Search,Mobile,DE,1032,112,87,42,1.7
2025-12-13,Organic Search,Desktop,UK,945,72,58,41,0.85
2025-12-13,Email,Mobile,UK,1080,99,68,41,1.81
2025-12-13,Email,Desktop,AU,645,83,56,34,1.47
2025-12-13,Direct,Mobile,AU,1313,168,99,57,0.44
2025-12-13,Direct,Desktop,DE,1278,96,53,27,1.53
2025-12-14,Paid Search,Mobile,UK,1132,84,49,23,0.46
2025-12-14,Paid Search,Desktop,UK,470,56,35,23,0.67
2025-12-14,Paid Social,Mobile,DE,751,92,63,36,0.35
2025-12-14,Paid Social,Desktop,AU,1066,110,65,41,1.01
2025-12-14,Organic Search,Mobile,CA,1212,102,76,37,1.52
2025-12-14,Organic Search,Desktop,DE,709,50,28,12,1.09
2025-12-14,Email,Mobile,UK,1083,127,90,49,0.79
2025-12-14,Email,Desktop,US,1183,167,100,56,1.86
2025-12-14,Direct,Mobile,AU,1263,143,108,65,0.49
2025-12-14,Direct,Desktop,DE,827,121,82,43,1.5
2025-12-15,Paid Search,Mobile,DE,1081,94,71,35,1.2
2025-12-15,Paid Search,Desktop,DE,948,116,81,49,1.89
2025-12-15,Paid Social,Mobile,AU,1004,126,72,45,1.26
2025-12-15,Paid Social,Desktop,CA,739,57,39,22,0.95
2025-12-15,Organic Search,Mobile,DE,1103,96,78,53,1.67
2025-12-15,Organic Search,Desktop,US,1026,82,50,34,0.67
2025-12-15,Email,Mobile,US,1234,115,69,43,0.46
2025-12-15,Email,Desktop,US,1417,138,82,49,1.3
2025-12-15,Direct,Mobile,US,1887,151,87,44,1.03
2025-12-15,Direct,Desktop,CA,926,100,70,38,1.09
2025-12-16,Paid Search,Mobile,DE,402,33,20,12,1.18
2025-12-16,Paid Search,Desktop,US,582,58,41,26,1.04
2025-12-16,Paid Social,Mobile,AU,681,51,32,20,0.85
2025-12-16,Paid Social,Desktop,AU,1334,126,94,50,0.55
2025-12-16,Organic Search,Mobile,CA,1336,143,83,53,1.37
2025-12-16,Organic Search,Desktop,DE,1103,163,129,60,0.79
2025-12-16,Email,Mobile,CA,1307,155,120,60,0.65
2025-12-16,Email,Desktop,US,912,103,60,27,0.83
2025-12-16,Direct,Mobile,CA,951,101,72,37,0.7
2025-12-16,Direct,Desktop,US,339,49,36,19,0.72
2025-12-17,Paid Search,Mobile,UK,766,111,82,45,1.8
2025-12-17,Paid Search,Desktop,AU,845,111,89,59,0.89
2025-12-17,Paid Social,Mobile,UK,845,116,73,50,1.78
2025-12-17,Paid Social,Desktop,AU,1150,166,104,62,1.76
2025-12-17,Organic Search,Mobile,US,1142,155,96,48,1.36
2025-12-17,Organic Search,Desktop,US,834,75,46,23,0.71
2025-12-17,Email,Mobile,US,1191,171,100,69,1.29
2025-12-17,Email,Desktop,AU,1046,74,47,29,1.42
2025-12-17,Direct,Mobile,CA,867,61,48,30,1.12
2025-12-17,Direct,Desktop,AU,1122,97,59,42,0.91
2025-12-18,Paid Search,Mobile,CA,1457,111,61,38,0.93
2025-12-18,Paid Search,Desktop,DE,831,95,65,44,0.77
2025-12-18,Paid Social,Mobile,DE,1150,90,71,47,0.87
2025-12-18,Paid Social,Desktop,US,729,52,35,21,0.36
2025-12-18,Organic Search,Mobile,US,1085,161,102,51,0.69
2025-12-18,Organic Search,Desktop,AU,599,83,65,38,1.03
2025-12-18,Email,Mobile,UK,1049,143,93,61,0.96
2025-12-18,Email,Desktop,CA,1180,101,75,52,0.4
2025-12-18,Direct,Mobile,US,1192,151,91,61,1.88
2025-12-18,Direct,Desktop,AU,812,96,74,44,1.35
2025-12-19,Paid Search,Mobile,CA,1430,101,62,30,0.36
2025-12-19,Paid Search,Desktop,US,1242,128,88,50,0.76
2025-12-19,Paid Social,Mobile,AU,770,78,43,30,1.93
2025-12-19,Paid Social,Desktop,CA,1157,148,86,45,0.77
2025-12-19,Organic Search,Mobile,US,643,49,34,19,1.64
2025-12-19,Organic Search,Desktop,CA,1186,104,58,32,1.64
2025-12-19,Email,Mobile,CA,1307,108,77,49,0.57
2025-12-19,Email,Desktop,UK,847,124,85,47,1.55
2025-12-19,Direct,Mobile,UK,1236,157,101,68,1.62
2025-12-19,Direct,Desktop,US,1176,136,80,57,1.44
2025-12-20,Paid Search,Mobile,UK,1408,110,73,49,0.69
2025-12-20,Paid Search,Desktop,CA,513,70,40,24,0.88
2025-12-20,Paid Social,Mobile,US,818,100,55,29,0.73
2025-12-20,Paid Social,Desktop,AU,770,115,80,54,1.07
2025-12-20,Organic Search,Mobile,UK,1115,89,61,39,1.63
2025-12-20,Organic Search,Desktop,DE,720,55,30,20,1.76
2025-12-20,Email,Mobile,US,1246,117,82,41,0.96
2025-12-20,Email,Desktop,UK,1056,89,70,34,1.54
2025-12-20,Direct,Mobile,CA,1046,88,56,38,0.39
2025-12-20,Direct,Desktop,UK,676,94,74,46,1.23
2025-12-21,Paid Search,Mobile,CA,849,99,80,48,0.89
2025-12-21,Paid Search,Desktop,CA,940,74,52,32,0.41
2025-12-21,Paid Social,Mobile,US,1178,154,115,80,1.66
2025-12-21,Paid Social,Desktop,US,1008,144,113,67,0.73
2025-12-21,Organic Search,Mobile,AU,863,115,79,48,1.59
2025-12-21,Organic Search,Desktop,CA,854,113,81,38,0.54
2025-12-21,Email,Mobile,AU,980,117,81,48,0.7
2025-12-21,Email,Desktop,UK,1001,81,48,28,1.23
2025-12-21,Direct,Mobile,AU,1446,204,131,66,0.82
2025-12-21,Direct,Desktop,UK,1309,96,74,39,0.91
2025-12-22,Paid Search,Mobile,AU,923,88,64,38,1.15
2025-12-22,Paid Search,Desktop,UK,1027,97,62,30,0.58
2025-12-22,Paid Social,Mobile,DE,959,134,98,66,0.93
2025-12-22,Paid Social,Desktop,CA,944,121,70,45,1.8
2025-12-22,Organic Search,Mobile,UK,664,60,40,26,1.22
2025-12-22,Organic Search,Desktop,UK,681,99,61,40,1.93
2025-12-22,Email,Mobile,DE,1299,92,56,36,1.41
2025-12-22,Email,Desktop,UK,701,67,39,24,0.44
2025-12-22,Direct,Mobile,US,1085,145,96,46,1.42
2025-12-22,Direct,Desktop,DE,820,120,86,61,1.03
2025-12-23,Paid Search,Mobile,DE,1026,79,54,25,1.87
2025-12-23,Paid Search,Desktop,AU,1005,121,83,56,0.51
2025-12-23,Paid Social,Mobile,UK,1234,92,65,38,0.37
