date,asin,sku,impressions,clicks,ad_spend,ad_orders,ad_revenue,campaign_type,match_type
2025-11-10,B0241131,SKU-0013,1930,23,14.8,3,370.58,Sponsored Brands,Phrase
2025-11-10,B0934569,SKU-0014,2427,37,15.12,2,196.02,Sponsored Products,Phrase
2025-11-10,B0916675,SKU-0015,2007,36,22.06,5,221.3,Sponsored Brands,Phrase
2025-11-11,B0673178,SKU-0001,603,8,7.04,1,73.33,Sponsored Brands,Phrase
2025-11-11,B0494532,SKU-0002,200,1,0.54,0,0.0,Sponsored Brands,Broad
2025-11-11,B0466098,SKU-0003,1358,12,4.27,1,16.38,Sponsored Brands,Phrase
2025-11-11,B0287544,SKU-0004,1273,22,19.49,2,235.66,Sponsored Products,Broad
2025-11-11,B0444234,SKU-0005,812,9,4.26,1,94.08,Sponsored Brands,Exact
2025-11-11,B0474559,SKU-0006,707,6,4.09,0,0.0,Sponsored Brands,Exact
2025-11-11,B0760123,SKU-0007,2632,35,30.1,3,203.09,Sponsored Products,Exact
2025-11-11,B0300550,SKU-0008,1485,23,19.46,2,59.79,Sponsored Products,Phrase
2025-11-11,B0565132,SKU-0009,1735,26,17.51,3,377.96,Sponsored Brands,Broad
2025-11-11,B0138771,SKU-0010,1719,30,17.38,1,86.63,Sponsored Products,Phrase
2025-11-11,B0165870,SKU-0011,925,15,13.18,2,75.53,Sponsored Products,Phrase
2025-11-11,B0661462,SKU-0012,1565,18,7.99,1,49.35,Sponsored Products,Exact
2025-11-11,B0241131,SKU-0013,1552,16,9.46,2,241.29,Sponsored Products,Exact
2025-11-11,B0934569,SKU-0014,2054,29,18.71,2,208.29,Sponsored Products,Exact
2025-11-11,B0916675,SKU-0015,2463,35,27.36,2,89.1,Sponsored Brands,Phrase
2025-11-12,B0673178,SKU-0001,1636,24,15.41,2,153.27,Sponsored Products,Phrase
2025-11-12,B0494532,SKU-0002,3037,52,46.73,3,67.14,Sponsored Brands,Exact
2025-11-12,B0466098,SKU-0003,1684,19,8.56,2,32.96,Sponsored Brands,Broad
2025-11-12,B0287544,SKU-0004,200,2,1.8,0,0.0,Sponsored Brands,Phrase
2025-11-12,B0444234,SKU-0005,1460,14,7.09,1,84.23,Sponsored Brands,Exact
2025-11-12,B0474559,SKU-0006,1697,25,11.87,2,205.13,Sponsored Brands,Broad
2025-11-12,B0760123,SKU-0007,1302,18,12.44,1,63.53,Sponsored Brands,Phrase
2025-11-12,B0300550,SKU-0008,1685,22,15.12,1,27.97,Sponsored Brands,Phrase
2025-11-12,B0565132,SKU-0009,1789,30,25.67,3,384.89,Sponsored Products,Exact
2025-11-12,B0138771,SKU-0010,2123,38,24.0,3,262.69,Sponsored Brands,Exact
2025-11-12,B0165870,SKU-0011,941,18,11.68,2,71.22,Sponsored Products,Broad
2025-11-12,B0661462,SKU-0012,3076,48,23.79,6,267.58,Sponsored Products,Broad
2025-11-12,B0241131,SKU-0013,2403,33,28.85,3,388.86,Sponsored Brands,Broad
2025-11-12,B0934569,SKU-0014,461,4,1.41,0,0.0,Sponsored Products,Broad
2025-11-12,B0916675,SKU-0015,1409,16,8.31,1,44.14,Sponsored Products,Exact
2025-11-13,B0673178,SKU-0001,2594,34,20.81,4,295.02,Sponsored Brands,Broad
2025-11-13,B0494532,SKU-0002,1524,29,17.35,1,24.57,Sponsored Brands,Exact
2025-11-13,B0466098,SKU-0003,1330,18,9.64,1,18.49,Sponsored Products,Phrase
2025-11-13,B0287544,SKU-0004,577,7,2.65,0,0.0,Sponsored Brands,Exact
2025-11-13,B0444234,SKU-0005,2991,57,52.7,3,253.27,Sponsored Products,Broad
2025-11-13,B0474559,SKU-0006,1622,30,18.7,3,275.44,Sponsored Brands,Phrase
2025-11-13,B0760123,SKU-0007,1893,28,13.3,2,145.08,Sponsored Products,Phrase
2025-11-13,B0300550,SKU-0008,2960,44,37.96,5,149.3,Sponsored Products,Broad
2025-11-13,B0565132,SKU-0009,1434,21,19.4,1,141.68,Sponsored Brands,Phrase
2025-11-13,B0138771,SKU-0010,1409,14,13.17,1,85.69,Sponsored Brands,Phrase
2025-11-13,B0165870,SKU-0011,1593,25,18.94,1,36.63,Sponsored Products,Phrase
2025-11-13,B0661462,SKU-0012,2001,21,18.84,2,87.35,Sponsored Products,Phrase
2025-11-13,B0241131,SKU-0013,1498,23,8.61,1,118.24,Sponsored Brands,Phrase
2025-11-13,B0934569,SKU-0014,967,17,8.35,2,196.49,Sponsored Products,Broad
2025-11-13,B0916675,SKU-0015,1222,20,12.64,2,84.74,Sponsored Products,Broad
2025-11-14,B0673178,SKU-0001,2432,26,12.38,1,74.74,Sponsored Brands,Phrase
2025-11-14,B0494532,SKU-0002,2197,24,20.74,2,46.58,Sponsored Products,Exact
2025-11-14,B0466098,SKU-0003,2455,29,21.15,2,38.07,Sponsored Products,Phrase
2025-11-14,B0287544,SKU-0004,2452,24,22.45,3,361.84,Sponsored Brands,Broad
2025-11-14,B0444234,SKU-0005,1156,9,7.12,0,0.0,Sponsored Products,Broad
2025-11-14,B0474559,SKU-0006,1489,28,17.26,4,390.11,Sponsored Brands,Exact
2025-11-14,B0760123,SKU-0007,1770,23,20.66,1,70.2,Sponsored Products,Exact
2025-11-14,B0300550,SKU-0008,2136,24,12.57,1,30.69,Sponsored Products,Phrase
2025-11-14,B0565132,SKU-0009,2103,39,30.82,3,397.23,Sponsored Brands,Phrase
2025-11-14,B0138771,SKU-0010,2141,41,34.02,2,166.23,Sponsored Products,Exact
2025-11-14,B0165870,SKU-0011,1397,22,8.57,2,79.35,Sponsored Brands,Broad
2025-11-14,B0661462,SKU-0012,1487,12,5.57,1,45.59,Sponsored Products,Exact
2025-11-14,B0241131,SKU-0013,1931,18,7.74,2,261.19,Sponsored Products,Exact
2025-11-14,B0934569,SKU-0014,1242,23,9.99,1,98.22,Sponsored Brands,Exact
2025-11-14,B0916675,SKU-0015,1943,22,20.77,1,41.87,Sponsored Products,Phrase
2025-11-15,B0673178,SKU-0001,2174,37,13.45,5,413.11,Sponsored Products,Broad
2025-11-15,B0494532,SKU-0002,1786,19,12.26,2,49.97,Sponsored Products,Phrase
2025-11-15,B0466098,SKU-0003,1606,14,7.01,0,0.0,Sponsored Products,Exact
2025-11-15,B0287544,SKU-0004,1526,25,15.82,2,225.08,Sponsored Brands,Broad
2025-11-15,B0444234,SKU-0005,1952,36,14.2,5,460.35,Sponsored Products,Broad
2025-11-15,B0474559,SKU-0006,2621,23,11.09,2,189.27,Sponsored Products,Phrase
2025-11-15,B0760123,SKU-0007,1598,16,13.86,0,0.0,Sponsored Products,Phrase
2025-11-15,B0300550,SKU-0008,2823,55,23.89,8,242.21,Sponsored Products,Phrase
2025-11-15,B0565132,SKU-0009,1489,25,14.65,3,413.2,Sponsored Products,Exact
2025-11-15,B0138771,SKU-0010,1289,17,11.83,2,175.62,Sponsored Products,Exact
2025-11-15,B0165870,SKU-0011,933,15,7.67,1,39.77,Sponsored Products,Broad
2025-11-15,B0661462,SKU-0012,2331,44,40.91,3,145.51,Sponsored Brands,Broad
2025-11-15,B0241131,SKU-0013,1848,20,7.49,1,121.45,Sponsored Brands,Broad
2025-11-15,B0934569,SKU-0014,1647,29,18.79,2,183.02,Sponsored Brands,Broad
2025-11-15,B0916675,SKU-0015,1216,11,4.69,1,40.18,Sponsored Brands,Broad
2025-11-16,B0673178,SKU-0001,1836,34,12.21,2,155.89,Sponsored Brands,Phrase
2025-11-16,B0494532,SKU-0002,2043,39,34.66,3,75.37,Sponsored Brands,Broad
2025-11-16,B0466098,SKU-0003,1558,27,10.21,2,37.89,Sponsored Products,Broad
2025-11-16,B0287544,SKU-0004,1827,26,23.06,2,241.75,Sponsored Products,Exact
2025-11-16,B0444234,SKU-0005,816,11,10.43,1,88.96,Sponsored Products,Exact
2025-11-16,B0474559,SKU-0006,1475,25,23.17,3,289.8,Sponsored Products,Exact
2025-11-16,B0760123,SKU-0007,999,19,10.31,2,134.94,Sponsored Brands,Broad
2025-11-16,B0300550,SKU-0008,1908,33,25.96,2,55.83,Sponsored Products,Broad
2025-11-16,B0565132,SKU-0009,2011,16,8.91,2,257.0,Sponsored Products,Exact
2025-11-16,B0138771,SKU-0010,1412,12,4.45,0,0.0,Sponsored Brands,Broad
2025-11-16,B0165870,SKU-0011,956,11,7.96,1,36.33,Sponsored Products,Phrase
2025-11-16,B0661462,SKU-0012,2384,32,18.6,2,96.16,Sponsored Products,Broad
2025-11-16,B0241131,SKU-0013,1993,39,29.38,5,639.35,Sponsored Brands,Exact
2025-11-16,B0934569,SKU-0014,2583,28,21.7,2,201.32,Sponsored Products,Broad
2025-11-16,B0916675,SKU-0015,1733,24,19.17,1,39.3,Sponsored Brands,Broad
2025-11-17,B0673178,SKU-0001,1679,23,14.85,1,76.64,Sponsored Brands,Exact
2025-11-17,B0494532,SKU-0002,3107,56,47.94,6,150.77,Sponsored Products,Broad
2025-11-17,B0466098,SKU-0003,1343,10,7.71,0,0.0,Sponsored Brands,Phrase
2025-11-17,B0287544,SKU-0004,2543,46,16.54,6,672.32,Sponsored Brands,Broad
2025-11-17,B0444234,SKU-0005,2259,23,17.6,2,171.47,Sponsored Brands,Broad
2025-11-17,B0474559,SKU-0006,2343,34,28.5,2,191.17,Sponsored Products,Broad
2025-11-17,B0760123,SKU-0007,2944,48,34.31,4,250.48,Sponsored Products,Broad
2025-11-17,B0300550,SKU-0008,1177,15,5.73,0,0.0,Sponsored Brands,Broad
2025-11-17,B0565132,SKU-0009,1725,24,11.17,1,137.11,Sponsored Products,Phrase
2025-11-17,B0138771,SKU-0010,1970,16,9.96,1,79.2,Sponsored Brands,Exact
2025-11-17,B0165870,SKU-0011,1205,16,11.4,1,39.98,Sponsored Products,Phrase
2025-11-17,B0661462,SKU-0012,2143,26,18.88,2,96.5,Sponsored Products,Phrase
2025-11-17,B0241131,SKU-0013,1912,22,9.07,3,398.82,Sponsored Brands,Broad
2025-11-17,B0934569,SKU-0014,837,10,6.54,0,0.0,Sponsored Brands,Phrase
2025-11-17,B0916675,SKU-0015,1626,23,13.53,3,128.55,Sponsored Products,Phrase
2025-11-18,B0673178,SKU-0001,1135,17,11.04,2,146.55,Sponsored Products,Phrase
2025-11-18,B0494532,SKU-0002,1800,16,9.72,1,23.17,Sponsored Products,Broad
2025-11-18,B0466098,SKU-0003,1506,22,13.9,2,37.45,Sponsored Products,Broad
2025-11-18,B0287544,SKU-0004,2083,21,18.42,3,322.58,Sponsored Products,Broad
2025-11-18,B0444234,SKU-0005,1788,20,10.98,2,189.64,Sponsored Products,Phrase
2025-11-18,B0474559,SKU-0006,2165,39,32.41,4,373.12,Sponsored Brands,Phrase
2025-11-18,B0760123,SKU-0007,1963,25,21.65,2,145.09,Sponsored Products,Exact
2025-11-18,B0300550,SKU-0008,2438,37,33.83,4,113.54,Sponsored Brands,Broad
2025-11-18,B0565132,SKU-0009,1171,19,15.15,1,130.46,Sponsored Brands,Phrase
2025-11-18,B0138771,SKU-0010,231,3,2.06,0,0.0,Sponsored Products,Exact
2025-11-18,B0165870,SKU-0011,1763,24,12.6,2,72.37,Sponsored Brands,Broad
2025-11-18,B0661462,SKU-0012,1712,21,15.13,2,88.79,Sponsored Brands,Exact
2025-11-18,B0241131,SKU-0013,552,6,4.99,0,0.0,Sponsored Brands,Broad
2025-11-18,B0934569,SKU-0014,2176,21,15.96,3,300.41,Sponsored Products,Broad
2025-11-18,B0916675,SKU-0015,2544,39,16.76,5,197.52,Sponsored Products,Exact
2025-11-19,B0673178,SKU-0001,1695,25,10.76,2,147.57,Sponsored Products,Broad
2025-11-19,B0494532,SKU-0002,1349,25,10.54,3,73.23,Sponsored Brands,Broad
2025-11-19,B0466098,SKU-0003,1680,16,5.69,1,18.44,Sponsored Brands,Broad
2025-11-19,B0287544,SKU-0004,1229,17,13.44,2,234.95,Sponsored Brands,Broad
2025-11-19,B0444234,SKU-0005,1565,28,20.45,1,89.94,Sponsored Brands,Broad
2025-11-19,B0474559,SKU-0006,1635,31,17.18,2,202.9,Sponsored Products,Exact
2025-11-19,B0760123,SKU-0007,2812,52,18.66,6,408.86,Sponsored Brands,Exact
2025-11-19,B0300550,SKU-0008,3115,60,40.98,6,192.7,Sponsored Brands,Exact
2025-11-19,B0565132,SKU-0009,2063,32,18.59,2,276.06,Sponsored Products,Phrase
2025-11-19,B0138771,SKU-0010,2342,32,29.15,3,239.6,Sponsored Brands,Broad
2025-11-19,B0165870,SKU-0011,1896,16,14.56,0,0.0,Sponsored Products,Broad
2025-11-19,B0661462,SKU-0012,1906,23,19.89,2,89.87,Sponsored Products,Exact
2025-11-19,B0241131,SKU-0013,2389,33,27.3,1,120.42,Sponsored Products,Exact
2025-11-19,B0934569,SKU-0014,3382,44,37.9,4,396.95,Sponsored Brands,Broad
2025-11-19,B0916675,SKU-0015,2272,20,11.68,3,121.11,Sponsored Brands,Exact
2025-11-20,B0673178,SKU-0001,2585,24,20.65,1,78.34,Sponsored Products,Exact
2025-11-20,B0494532,SKU-0002,2431,27,17.62,1,23.24,Sponsored Products,Broad
2025-11-20,B0466098,SKU-0003,2256,37,26.04,4,65.63,Sponsored Brands,Broad
2025-11-20,B0287544,SKU-0004,945,11,6.06,0,0.0,Sponsored Products,Broad
2025-11-20,B0444234,SKU-0005,1625,21,13.61,3,254.68,Sponsored Brands,Exact
2025-11-20,B0474559,SKU-0006,2667,38,27.45,2,189.71,Sponsored Products,Exact
2025-11-20,B0760123,SKU-0007,1315,17,13.15,1,63.29,Sponsored Products,Exact
2025-11-20,B0300550,SKU-0008,2837,28,21.71,1,28.06,Sponsored Products,Exact
2025-11-20,B0565132,SKU-0009,1742,28,20.77,4,514.18,Sponsored Products,Phrase
2025-11-20,B0138771,SKU-0010,2049,40,26.64,5,431.09,Sponsored Products,Exact
2025-11-20,B0165870,SKU-0011,805,15,13.68,1,35.63,Sponsored Products,Broad
2025-11-20,B0661462,SKU-0012,1894,32,11.6,3,130.94,Sponsored Products,Broad
2025-11-20,B0241131,SKU-0013,965,10,9.49,1,134.53,Sponsored Products,Phrase
2025-11-20,B0934569,SKU-0014,1503,27,9.64,2,196.46,Sponsored Brands,Phrase
2025-11-20,B0916675,SKU-0015,2751,39,21.77,3,124.1,Sponsored Products,Broad
2025-11-21,B0673178,SKU-0001,2925,55,47.62,7,524.18,Sponsored Brands,Exact
2025-11-21,B0494532,SKU-0002,1134,14,6.06,1,22.0,Sponsored Brands,Phrase
2025-11-21,B0466098,SKU-0003,1957,16,7.59,1,17.15,Sponsored Brands,Phrase
2025-11-21,B0287544,SKU-0004,2872,27,15.28,3,321.97,Sponsored Brands,Phrase
2025-11-21,B0444234,SKU-0005,1709,30,22.02,4,337.86,Sponsored Brands,Exact
2025-11-21,B0474559,SKU-0006,1448,14,7.01,0,0.0,Sponsored Brands,Phrase
2025-11-21,B0760123,SKU-0007,1530,23,19.74,3,187.78,Sponsored Products,Phrase
2025-11-21,B0300550,SKU-0008,2227,40,27.64,5,142.16,Sponsored Products,Broad
2025-11-21,B0565132,SKU-0009,1198,11,4.38,0,0.0,Sponsored Products,Broad
2025-11-21,B0138771,SKU-0010,1788,20,12.08,2,161.29,Sponsored Products,Broad
2025-11-21,B0165870,SKU-0011,2241,31,14.35,2,78.09,Sponsored Brands,Exact
2025-11-21,B0661462,SKU-0012,1389,23,19.67,3,128.8,Sponsored Brands,Exact
2025-11-21,B0241131,SKU-0013,3967,57,27.93,6,793.23,Sponsored Brands,Broad
2025-11-21,B0934569,SKU-0014,2185,42,22.58,2,204.57,Sponsored Brands,Exact
2025-11-21,B0916675,SKU-0015,2298,42,38.36,4,164.27,Sponsored Brands,Phrase
2025-11-22,B0673178,SKU-0001,2322,40,29.75,4,327.66,Sponsored Brands,Phrase
2025-11-22,B0494532,SKU-0002,1558,17,10.79,2,48.04,Sponsored Products,Phrase
2025-11-22,B0466098,SKU-0003,1313,17,16.06,1,17.27,Sponsored Brands,Exact
2025-11-22,B0287544,SKU-0004,1744,28,23.17,3,330.44,Sponsored Products,Phrase
2025-11-22,B0444234,SKU-0005,1246,11,6.58,1,89.08,Sponsored Products,Broad
2025-11-22,B0474559,SKU-0006,2050,37,28.75,4,359.43,Sponsored Brands,Broad
2025-11-22,B0760123,SKU-0007,2488,26,23.77,1,67.61,Sponsored Brands,Phrase
2025-11-22,B0300550,SKU-0008,1358,11,9.7,0,0.0,Sponsored Brands,Broad
2025-11-22,B0565132,SKU-0009,2338,36,29.12,3,393.81,Sponsored Brands,Exact
2025-11-22,B0138771,SKU-0010,1923,26,16.76,2,164.34,Sponsored Products,Broad
2025-11-22,B0165870,SKU-0011,2831,22,15.82,3,107.37,Sponsored Products,Exact
2025-11-22,B0661462,SKU-0012,2075,25,23.09,3,137.76,Sponsored Products,Exact
2025-11-22,B0241131,SKU-0013,2094,21,18.75,2,258.2,Sponsored Products,Broad
2025-11-22,B0934569,SKU-0014,1452,19,7.07,2,179.03,Sponsored Products,Phrase
2025-11-22,B0916675,SKU-0015,926,14,5.54,1,39.35,Sponsored Brands,Exact
2025-11-23,B0673178,SKU-0001,1063,14,8.54,1,83.43,Sponsored Brands,Phrase
2025-11-23,B0494532,SKU-0002,1888,23,14.52,2,45.39,Sponsored Brands,Phrase
2025-11-23,B0466098,SKU-0003,3211,31,17.68,2,34.03,Sponsored Products,Phrase
2025-11-23,B0287544,SKU-0004,1789,27,14.34,2,241.76,Sponsored Products,Phrase
2025-11-23,B0444234,SKU-0005,2066,19,11.21,2,187.7,Sponsored Products,Phrase
2025-11-23,B0474559,SKU-0006,1428,19,8.18,1,92.29,Sponsored Products,Exact
2025-11-23,B0760123,SKU-0007,1949,27,13.49,2,126.03,Sponsored Brands,Exact
2025-11-23,B0300550,SKU-0008,2616,22,20.71,1,30.06,Sponsored Brands,Broad
2025-11-23,B0565132,SKU-0009,1669,20,14.1,1,129.88,Sponsored Products,Phrase
2025-11-23,B0138771,SKU-0010,1918,20,17.5,2,178.24,Sponsored Products,Exact
2025-11-23,B0165870,SKU-0011,1620,13,9.96,1,36.92,Sponsored Products,Exact
2025-11-23,B0661462,SKU-0012,1283,25,13.27,1,43.26,Sponsored Products,Exact
2025-11-23,B0241131,SKU-0013,809,11,5.26,1,125.2,Sponsored Brands,Phrase
2025-11-23,B0934569,SKU-0014,1733,20,10.15,2,197.25,Sponsored Products,Broad
2025-11-23,B0916675,SKU-0015,2297,39,36.83,4,156.03,Sponsored Products,Exact
2025-11-24,B0673178,SKU-0001,1737,18,13.33,2,165.56,Sponsored Brands,Phrase
2025-11-24,B0494532,SKU-0002,2025,35,15.04,3,74.35,Sponsored Products,Broad
2025-11-24,B0466098,SKU-0003,1444,24,11.57,1,18.02,Sponsored Brands,Exact
2025-11-24,B0287544,SKU-0004,1578,30,13.98,2,240.96,Sponsored Brands,Exact
2025-11-24,B0444234,SKU-0005,2285,38,14.02,2,195.89,Sponsored Brands,Broad
2025-11-24,B0474559,SKU-0006,1100,14,8.2,1,101.62,Sponsored Products,Broad
2025-11-24,B0760123,SKU-0007,1041,14,5.79,1,63.11,Sponsored Products,Phrase
2025-11-24,B0300550,SKU-0008,2437,46,32.9,3,95.94,Sponsored Brands,Broad
2025-11-24,B0565132,SKU-0009,1245,11,7.46,0,0.0,Sponsored Brands,Broad
2025-11-24,B0138771,SKU-0010,1482,29,21.46,4,326.98,Sponsored Products,Broad
2025-11-24,B0165870,SKU-0011,2575,31,23.06,4,160.8,Sponsored Brands,Exact
2025-11-24,B0661462,SKU-0012,1913,20,7.82,2,98.35,Sponsored Products,Exact
2025-11-24,B0241131,SKU-0013,1625,21,9.47,2,261.16,Sponsored Brands,Broad
2025-11-24,B0934569,SKU-0014,2175,31,21.25,3,286.43,Sponsored Brands,Broad
2025-11-24,B0916675,SKU-0015,2803,30,17.99,2,81.89,Sponsored Brands,Broad
2025-11-25,B0673178,SKU-0001,905,12,9.31,1,77.14,Sponsored Products,Phrase
2025-11-25,B0494532,SKU-0002,1914,26,23.38,1,23.65,Sponsored Brands,Phrase
2025-11-25,B0466098,SKU-0003,2852,36,21.12,3,52.67,Sponsored Brands,Phrase
2025-11-25,B0287544,SKU-0004,1778,34,21.49,2,226.59,Sponsored Brands,Exact
2025-11-25,B0444234,SKU-0005,1578,29,19.82,4,357.02,Sponsored Brands,Phrase
2025-11-25,B0474559,SKU-0006,2273,20,18.11,3,306.12,Sponsored Products,Exact
2025-11-25,B0760123,SKU-0007,1330,23,12.41,1,64.42,Sponsored Brands,Broad
2025-11-25,B0300550,SKU-0008,1842,21,15.1,1,30.63,Sponsored Brands,Phrase
2025-11-25,B0565132,SKU-0009,1934,25,10.28,2,259.8,Sponsored Brands,Broad
2025-11-25,B0138771,SKU-0010,3136,34,26.25,4,336.84,Sponsored Products,Exact
2025-11-25,B0165870,SKU-0011,2588,33,14.47,2,75.0,Sponsored Products,Phrase
2025-11-25,B0661462,SKU-0012,2129,31,23.51,3,128.72,Sponsored Products,Phrase
2025-11-25,B0241131,SKU-0013,1440,26,14.44,2,261.83,Sponsored Products,Exact
2025-11-25,B0934569,SKU-0014,890,11,3.94,1,95.0,Sponsored Brands,Phrase
2025-11-25,B0916675,SKU-0015,1905,23,8.35,3,127.18,Sponsored Brands,Exact
2025-11-26,B0673178,SKU-0001,717,10,4.58,0,0.0,Sponsored Brands,Broad
2025-11-26,B0494532,SKU-0002,868,16,13.25,2,49.64,Sponsored Products,Broad
2025-11-26,B0466098,SKU-0003,1757,16,8.8,1,16.33,Sponsored Products,Exact
2025-11-26,B0287544,SKU-0004,1849,25,10.92,2,210.01,Sponsored Brands,Phrase
2025-11-26,B0444234,SKU-0005,2295,35,23.25,2,178.98,Sponsored Products,Broad
2025-11-26,B0474559,SKU-0006,3102,44,25.62,6,537.62,Sponsored Products,Exact
2025-11-26,B0760123,SKU-0007,1411,13,11.53,1,63.42,Sponsored Brands,Broad
2025-11-26,B0300550,SKU-0008,1039,17,7.04,0,0.0,Sponsored Brands,Phrase
2025-11-26,B0565132,SKU-0009,1796,18,8.53,1,135.36,Sponsored Products,Phrase
2025-11-26,B0138771,SKU-0010,1243,15,6.09,1,84.62,Sponsored Products,Exact
2025-11-26,B0165870,SKU-0011,1263,22,16.29,2,81.21,Sponsored Products,Broad
2025-11-26,B0661462,SKU-0012,2969,24,12.93,3,135.3,Sponsored Brands,Phrase
2025-11-26,B0241131,SKU-0013,1879,23,10.15,2,257.8,Sponsored Brands,Exact
2025-11-26,B0934569,SKU-0014,1343,24,10.72,2,197.31,Sponsored Brands,Exact
2025-11-26,B0916675,SKU-0015,1868,34,24.67,2,88.01,Sponsored Brands,Exact
2025-11-27,B0673178,SKU-0001,1477,29,13.3,3,225.7,Sponsored Products,Exact
2025-11-27,B0494532,SKU-0002,1767,27,17.6,1,23.75,Sponsored Products,Broad
2025-11-27,B0466098,SKU-0003,1612,18,12.59,1,16.7,Sponsored Products,Exact
2025-11-27,B0287544,SKU-0004,1232,19,8.41,2,218.21,Sponsored Brands,Phrase
2025-11-27,B0444234,SKU-0005,1148,15,8.1,1,97.79,Sponsored Brands,Phrase
2025-11-27,B0474559,SKU-0006,1843,28,16.45,2,179.85,Sponsored Products,Broad
2025-11-27,B0760123,SKU-0007,1378,18,16.85,1,63.67,Sponsored Brands,Phrase
2025-11-27,B0300550,SKU-0008,312,6,2.31,0,0.0,Sponsored Products,Phrase
2025-11-27,B0565132,SKU-0009,250,2,1.35,0,0.0,Sponsored Brands,Phrase
2025-11-27,B0138771,SKU-0010,2286,44,33.94,4,334.09,Sponsored Products,Phrase
2025-11-27,B0165870,SKU-0011,2305,29,23.8,3,122.36,Sponsored Brands,Broad
2025-11-27,B0661462,SKU-0012,2165,39,25.18,6,280.04,Sponsored Products,Broad
2025-11-27,B0241131,SKU-0013,2009,37,27.01,4,496.14,Sponsored Products,Broad
2025-11-27,B0934569,SKU-0014,1966,29,19.35,2,205.48,Sponsored Brands,Phrase
2025-11-27,B0916675,SKU-0015,2656,23,19.63,2,79.0,Sponsored Products,Phrase
2025-11-28,B0673178,SKU-0001,1248,13,10.12,1,80.17,Sponsored Products,Phrase
2025-11-28,B0494532,SKU-0002,2036,34,13.96,4,94.07,Sponsored Brands,Broad
2025-11-28,B0466098,SKU-0003,1996,28,16.18,3,54.31,Sponsored Brands,Exact
2025-11-28,B0287544,SKU-0004,1827,32,27.75,2,215.7,Sponsored Brands,Broad
2025-11-28,B0444234,SKU-0005,1073,9,5.01,0,0.0,Sponsored Brands,Exact
2025-11-28,B0474559,SKU-0006,3556,38,24.08,2,195.91,Sponsored Brands,Broad
2025-11-28,B0760123,SKU-0007,1531,23,8.78,3,204.91,Sponsored Products,Broad
2025-11-28,B0300550,SKU-0008,1381,16,10.41,1,28.67,Sponsored Products,Phrase
2025-11-28,B0565132,SKU-0009,3022,49,43.12,7,1010.66,Sponsored Brands,Broad
2025-11-28,B0138771,SKU-0010,370,4,1.46,0,0.0,Sponsored Brands,Phrase
2025-11-28,B0165870,SKU-0011,2205,43,30.1,3,121.12,Sponsored Products,Exact
2025-11-28,B0661462,SKU-0012,1156,14,10.98,1,44.56,Sponsored Products,Phrase
2025-11-28,B0241131,SKU-0013,1718,26,21.75,2,231.58,Sponsored Products,Broad
2025-11-28,B0934569,SKU-0014,2532,41,28.88,5,481.78,Sponsored Brands,Exact
2025-11-28,B0916675,SKU-0015,1648,30,23.45,2,82.2,Sponsored Products,Phrase
2025-11-29,B0673178,SKU-0001,1435,15,5.58,1,73.67,Sponsored Products,Broad
2025-11-29,B0494532,SKU-0002,2002,33,28.19,4,98.6,Sponsored Products,Exact
2025-11-29,B0466098,SKU-0003,2307,23,13.08,2,37.99,Sponsored Brands,Broad
2025-11-29,B0287544,SKU-0004,2508,33,24.4,3,365.39,Sponsored Brands,Exact
2025-11-29,B0444234,SKU-0005,2568,47,17.74,5,422.27,Sponsored Brands,Exact
2025-11-29,B0474559,SKU-0006,1531,15,7.65,1,96.52,Sponsored Brands,Exact
2025-11-29,B0760123,SKU-0007,1843,36,12.86,3,214.24,Sponsored Brands,Exact
2025-11-29,B0300550,SKU-0008,1445,23,10.34,3,84.86,Sponsored Products,Phrase
2025-11-29,B0565132,SKU-0009,2379,32,17.9,4,539.06,Sponsored Brands,Exact
2025-11-29,B0138771,SKU-0010,1306,24,12.47,3,257.49,Sponsored Brands,Phrase
2025-11-29,B0165870,SKU-0011,922,10,7.02,0,0.0,Sponsored Brands,Phrase
2025-11-29,B0661462,SKU-0012,2022,24,21.5,1,48.05,Sponsored Brands,Exact
2025-11-29,B0241131,SKU-0013,1124,14,5.58,1,128.08,Sponsored Brands,Exact
2025-11-29,B0934569,SKU-0014,2158,39,31.58,3,269.57,Sponsored Products,Exact
2025-11-29,B0916675,SKU-0015,1661,26,11.43,4,167.78,Sponsored Products,Phrase
2025-11-30,B0673178,SKU-0001,2436,33,21.7,3,234.92,Sponsored Brands,Phrase
2025-11-30,B0494532,SKU-0002,1941,30,26.79,3,71.23,Sponsored Products,Broad
2025-11-30,B0466098,SKU-0003,1379,22,14.35,2,36.76,Sponsored Brands,Broad
2025-11-30,B0287544,SKU-0004,1703,30,25.23,2,232.26,Sponsored Brands,Phrase
2025-11-30,B0444234,SKU-0005,2926,24,10.66,2,189.02,Sponsored Brands,Broad
2025-11-30,B0474559,SKU-0006,1946,21,10.59,1,93.14,Sponsored Brands,Exact
2025-11-30,B0760123,SKU-0007,1941,35,30.69,2,144.9,Sponsored Products,Broad
2025-11-30,B0300550,SKU-0008,1048,20,18.51,3,93.84,Sponsored Brands,Phrase
2025-11-30,B0565132,SKU-0009,2232,44,20.88,5,714.36,Sponsored Brands,Broad
2025-11-30,B0138771,SKU-0010,471,6,3.01,0,0.0,Sponsored Products,Broad
